DT_REFER;CD_CVM;VL_CONTA_1.01;VL_CONTA_1.01.01;VL_CONTA_1.02.03;VL_CONTA_2.01;VL_CONTA_2.01.03;VL_CONTA_2.01.04;VL_CONTA_2.02.01;VL_CONTA_3.11;VL_CONTA_6.01;VL_CONTA_6.02;VL_CONTA_6.03;VL_CONTA_7.04.01;VL_CONTA_PENULTIMO_1.01;VL_CONTA_PENULTIMO_1.01.01;VL_CONTA_PENULTIMO_1.02.03;VL_CONTA_PENULTIMO_2.01;VL_CONTA_PENULTIMO_2.01.03;VL_CONTA_PENULTIMO_2.01.04;VL_CONTA_PENULTIMO_2.02.01;VL_CONTA_PENULTIMO_6.01;VL_CONTA_PENULTIMO_6.02;VL_CONTA_PENULTIMO_6.03;VL_CONTA_1.01_pred_arimax;VL_CONTA_1.01.01_pred_arimax;VL_CONTA_1.02.03_pred_arimax;VL_CONTA_2.01_pred_arimax;VL_CONTA_2.01.04_pred_arimax;VL_CONTA_2.02.01_pred_arimax;VL_CONTA_PENULTIMO_1.01_pred_arimax;VL_CONTA_PENULTIMO_1.01.01_pred_arimax;VL_CONTA_PENULTIMO_1.02.03_pred_arimax;VL_CONTA_PENULTIMO_2.01_pred_arimax;VL_CONTA_PENULTIMO_2.01.04_pred_arimax;VL_CONTA_PENULTIMO_2.02.01_pred_arimax;VL_CONTA_3.11_pred_arimax;VL_CONTA_7.04.01_pred_arimax
2011-04-29;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6610175.824175824;-13915000.0;511000.0;72805956.04395604;-521295000.0;60788274.72527473;-467860000.0;-491868.13186813187;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-5981934.065934066;-61966769.23076923;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198174.2745229336;0.0;0.0;0.0;72822529.88925235;-491974.45270947035
2011-04-30;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6579043.956043956;-13915000.0;511000.0;72804989.01098901;-521295000.0;60782318.68131868;-467860000.0;-495967.032967033;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6015483.516483516;-62281692.307692304;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198169.582616095;0.0;0.0;0.0;72821562.92377773;-496073.2230435232
2011-05-01;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6547912.087912088;-13915000.0;511000.0;72804021.97802198;-521295000.0;60776362.63736264;-467860000.0;-500065.93406593404;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6049032.967032967;-62596615.384615384;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198164.9309935924;0.0;0.0;0.0;72820595.9583031;-500171.993377576
2011-05-02;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6516780.21978022;-13915000.0;511000.0;72803054.94505495;-521295000.0;60770406.593406595;-467860000.0;-504164.83516483515;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6082582.417582418;-62911538.461538464;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198160.3195345257;0.0;0.0;0.0;72819628.99282846;-504270.7637116287
2011-05-03;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6485648.351648352;-13915000.0;511000.0;72802087.91208792;-521295000.0;60764450.54945055;-467860000.0;-508263.73626373627;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6116131.868131869;-63226461.538461536;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198155.7481132112;0.0;0.0;0.0;72818662.02735384;-508369.53404568153
2011-05-04;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6454516.483516484;-13915000.0;511000.0;72801120.87912089;-521295000.0;60758494.505494505;-467860000.0;-512362.6373626373;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6149681.318681318;-63541384.615384616;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198151.2165992968;0.0;0.0;0.0;72817695.0618792;-512468.3043797343
2011-05-05;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6423384.615384616;-13915000.0;511000.0;72800153.84615384;-521295000.0;60752538.461538464;-467860000.0;-516461.53846153844;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6183230.769230769;-63856307.692307696;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198146.7248578793;0.0;0.0;0.0;72816728.09640458;-516567.074713787
2011-05-06;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6392252.747252747;-13915000.0;511000.0;72799186.81318681;-521295000.0;60746582.417582415;-467860000.0;-520560.43956043955;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6216780.21978022;-64171230.76923077;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198142.2727496177;0.0;0.0;0.0;72815761.13092992;-520665.84504784
2011-05-07;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6361120.879120879;-13915000.0;511000.0;72798219.78021978;-521295000.0;60740626.37362637;-467860000.0;-524659.3406593406;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6250329.67032967;-64486153.84615385;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198137.8601308507;0.0;0.0;0.0;72814794.16545527;-524764.6153818928
2011-05-08;20257.0;-288776000.0;402190000.0;143000.0;-138449000.0;6329989.010989011;-13915000.0;511000.0;72797252.74725275;-521295000.0;60734670.32967033;-467860000.0;-528758.2417582418;0.0;0.0;1199000.0;0.0;0.0;0.0;0.0;7112000.0;-6283879.120879121;-64801076.92307693;-288717495.65549535;402074933.5233413;142919.1066329911;-138391223.8617232;-13909096.039216604;550592.9283987451;0.0;0.0;1198133.486853707;0.0;0.0;0.0;72813827.19998065;-528863.3857159454
