DT_REFER;CD_CVM;VL_CONTA_1.01;VL_CONTA_1.01.01;VL_CONTA_1.02.03;VL_CONTA_2.01;VL_CONTA_2.01.03;VL_CONTA_2.01.04;VL_CONTA_2.02.01;VL_CONTA_3.11;VL_CONTA_6.01;VL_CONTA_6.02;VL_CONTA_6.03;VL_CONTA_7.04.01;VL_CONTA_PENULTIMO_1.01;VL_CONTA_PENULTIMO_1.01.01;VL_CONTA_PENULTIMO_1.02.03;VL_CONTA_PENULTIMO_2.01;VL_CONTA_PENULTIMO_2.01.03;VL_CONTA_PENULTIMO_2.01.04;VL_CONTA_PENULTIMO_2.02.01;VL_CONTA_PENULTIMO_6.01;VL_CONTA_PENULTIMO_6.02;VL_CONTA_PENULTIMO_6.03;VL_CONTA_1.01_pred_glm;VL_CONTA_1.01.01_pred_glm;VL_CONTA_1.02.03_pred_glm;VL_CONTA_2.01_pred_glm;VL_CONTA_2.01.04_pred_glm;VL_CONTA_2.02.01_pred_glm;VL_CONTA_PENULTIMO_1.01_pred_glm;VL_CONTA_PENULTIMO_1.01.01_pred_glm;VL_CONTA_PENULTIMO_1.02.03_pred_glm;VL_CONTA_PENULTIMO_2.01_pred_glm;VL_CONTA_PENULTIMO_2.01.04_pred_glm;VL_CONTA_PENULTIMO_2.02.01_pred_glm;VL_CONTA_3.11_pred_glm;VL_CONTA_7.04.01_pred_glm
2019-03-31;20257.0;-410538000.0;-334298000.0;37794000.0;-35444000.0;45991000.0;-19091000.0;-89336000.0;159582000.0;-1099208000.0;-406349000.0;339364000.0;-3386000.0;-19126000.0;-35811000.0;-59000.0;2027000.0;-34022000.0;26501000.0;268294000.0;-1220076000.0;-248485000.0;-17821000.0;-178874961.59542155;31210094.000834744;17941756.23514414;-23984681.234800994;-30664264.154611737;154772806.08061525;-243759162.34623486;32311354.44424545;9187786.182525884;-44237327.55509676;70777872.55110244;-56246828.54452493;284481084.9835073;-1745786.771864518
2019-06-30;20257.0;1070618000.0;218547000.0;-44231000.0;90719000.0;42811000.0;44367000.0;1064415000.0;307424000.0;2176890000.0;-1546851000.0;874075000.0;-6584000.0;0.0;0.0;118000.0;0.0;0.0;0.0;-268294000.0;1163731000.0;-154977000.0;-436419000.0;949910956.1736032;29108108.13661697;-7559362.203991865;39980666.96902044;92406277.47551149;133810410.27965665;374493884.3321829;-104546949.40168121;-9067702.95868271;459871.7787374514;-185653.3045728095;-69531155.32450579;317360301.64056456;-4474227.397827031
2019-09-30;20257.0;-192919000.0;-13197000.0;9458000.0;221592000.0;40028000.0;213778000.0;-251719000.0;357840000.0;-1113114000.0;-1412201000.0;-361930000.0;-10374000.0;0.0;0.0;-59000.0;0.0;0.0;0.0;0.0;-16912000.0;-678592000.0;-118830000.0;-277805178.9751695;31210094.000834744;5918775.586193711;210746111.90200907;220071369.41815013;104430534.38897267;-132574058.59237474;41083065.65994944;8383723.56091232;459871.7787374514;-185653.3045728095;-133238258.16603374;431027328.40683204;-5404660.309980048
2019-12-31;20257.0;-47812500.0;92458500.0;2799000.0;-45887500.0;43056000.0;-32199000.0;449548000.0;361013500.0;-937528000.0;-693957500.0;-537495000.0;-6910000.0;820379500.0;30846500.0;16581000.0;174848000.0;-2018500.0;157361000.0;864263500.0;-566516000.0;-542470500.0;50852000.0;-146095904.40739202;-166400328.488339;6860161.815593949;-37197480.00336747;-40851777.14585475;480178327.1010021;401687443.97248316;39155319.98353155;18566299.89555064;170691021.30826592;160426313.91155222;589747531.8927144;369364508.7411624;-5463227.607003167
2020-03-31;20257.0;97294000.0;198114000.0;-3860000.0;-313367000.0;46084000.0;-278176000.0;1150815000.0;364187000.0;-761942000.0;24286000.0;-713060000.0;-3446000.0;1640759000.0;61693000.0;33221000.0;349696000.0;-4037000.0;314722000.0;1728527000.0;-1116120000.0;-406349000.0;220534000.0;-14386629.839614391;-364010750.9775128;7801548.044994185;-285141071.90874404;-301774923.7098596;855926119.8130314;935948946.537341;37227574.30711366;28748876.23018896;340922170.83779436;321038281.12767726;1312733321.9514625;307701689.07549286;-5521794.904026287
2020-06-30;20257.0;613153000.0;1124142000.0;722000.0;164549000.0;45519000.0;144854000.0;804329000.0;437848000.0;1411780000.0;776713000.0;559341000.0;-7491000.0;0.0;0.0;-66442000.0;0.0;0.0;0.0;-1728527000.0;1060770000.0;-1546851000.0;1094609000.0;691838074.1653664;819549798.093312;-4424941.089413011;141271062.89951628;164426585.2404822;117236202.94117433;296604796.0189663;-224875579.82166424;-31216475.67589645;459871.7787374514;-185653.3045728095;-1257309286.3034425;478144190.9005144;-6881216.887962006
2020-09-30;20257.0;-483009000.0;-1049077000.0;-1033000.0;-409518000.0;54331000.0;-403262000.0;65403000.0;631914000.0;-366835000.0;1437529000.0;-628784000.0;-12102000.0;0.0;0.0;33221000.0;0.0;0.0;0.0;0.0;-52344000.0;-1412201000.0;732679000.0;-165387384.18342984;-364010750.9775128;2861499.3057022886;-411227137.42330813;-395569107.8072414;246109364.04344356;168375211.81368577;233402417.8424884;-1120053.8584407605;459871.7787374514;-185653.3045728095;735968625.0802531;547733251.9865671;-10462726.59777411
2020-12-31;20257.0;-611431500.0;-1041378000.0;11894500.0;-89454000.0;51191500.0;-122074500.0;4905000.0;593883000.0;-493730500.0;706708000.0;-296145500.0;-8394500.0;-604134500.0;406734500.0;25229000.0;-77429000.0;7213000.0;-146631500.0;601422500.0;-433315000.0;-693957500.0;376149000.0;-503651951.3427842;-269100745.1762221;12248330.606139364;-127791536.74156523;-83350392.04823312;-58227147.33793911;21768098.684126675;203131169.91674274;14559741.835109802;-100506784.26097228;-125947136.6076068;647030022.2602655;432330758.4932314;-9760860.24419407
2021-03-31;20257.0;-739854000.0;-1033679000.0;24822000.0;230610000.0;48052000.0;159113000.0;-55593000.0;555852000.0;-620626000.0;-24113000.0;36493000.0;-4687000.0;-1208269000.0;813469000.0;17237000.0;-154858000.0;14426000.0;-293263000.0;1202845000.0;-814286000.0;24286000.0;19619000.0;-841916518.5021385;-174190739.37493142;21635161.90657644;155644063.94017765;228868323.71077517;-362563658.7193218;-124839014.44543241;172859921.99099708;30239537.52866036;-201473440.30068204;-251708619.9106408;558091419.4402779;316928264.9998959;-9058993.89061403
2021-06-30;20257.0;-365958000.0;465750000.0;-19792000.0;256260000.0;44242000.0;470795000.0;-10304000.0;697895000.0;1042021000.0;-32878000.0;-789219000.0;-10495000.0;0.0;0.0;-34474000.0;0.0;0.0;0.0;-1202845000.0;597494000.0;776713000.0;578960000.0;-321009400.88688666;439909774.8881493;-2910151.8213266414;469817968.86727077;253889600.89039725;96647863.11698967;167491241.1416365;195811.2915585339;-33566037.083917156;459871.7787374514;-185653.3045728095;-745757176.3862625;497787578.72823787;-11680413.32374936
2021-09-30;20257.0;268107000.0;550636000.0;2408000.0;-107546000.0;54965000.0;-306001000.0;148889000.0;536889000.0;-805843000.0;-65831000.0;-60606000.0;-16513000.0;0.0;0.0;17237000.0;0.0;0.0;0.0;0.0;230659000.0;1437529000.0;-49824000.0;140417973.05759975;-174190739.37493142;4659980.497516581;-313188533.43875337;-100998927.98327106;178319217.24111134;45479610.100126304;-77210828.07935181;15231642.765010377;459871.7787374514;-185653.3045728095;319028123.67595124;574251034.2851346;-8709029.607188974
2021-12-31;20257.0;537260500.0;393807000.0;431500.0;-15140500.0;54164000.0;-129115500.0;369716500.0;548406000.0;-804717000.0;-56387000.0;766256000.0;-11684500.0;-112489000.0;-255603500.0;14955000.0;287743500.0;1868500.0;254153500.0;21896500.0;-79654000.0;706708000.0;-31577500.0;588282013.0784361;-147090560.0407791;-3382694.9411462485;-134888829.7023126;-10858435.647147527;114286611.0744397;-65566026.238838196;-123742518.47754592;11512702.754951717;253119627.0511614;285090742.00586474;-55666003.40338296;468259489.018833;-8921577.128794542
2022-03-31;20257.0;806414000.0;236978000.0;-1545000.0;77265000.0;53363000.0;47770000.0;590544000.0;559923000.0;-803591000.0;-46943000.0;1593118000.0;-6856000.0;-224978000.0;-511207000.0;12673000.0;575487000.0;3737000.0;508307000.0;43793000.0;-389967000.0;-24113000.0;-13331000.0;1036146053.0992727;-119990380.7066268;-11425370.37980908;43410874.03412814;79282056.68897599;50254004.90776804;-176611662.57780272;-170274208.87574002;7793762.744893055;505779382.3235854;570367137.3163023;-430360130.48271716;362267943.7525313;-9134124.650400108
2022-06-30;20257.0;626128000.0;-95486000.0;633000.0;-348646000.0;35654000.0;-108035000.0;957125000.0;564022000.0;2203217000.0;-102859000.0;-184608000.0;-13946000.0;0.0;0.0;-25346000.0;0.0;0.0;0.0;-43793000.0;652054000.0;-32878000.0;-802550000.0;330385672.6535053;331509057.5515401;-7667215.852073208;-113639790.60857095;-336189178.5878279;232444117.54326618;636432585.0551293;39044434.60084316;-25847625.586565115;459871.7787374514;-185653.3045728095;-307276631.9762285;447905941.73396236;-9209772.153314168
2022-09-30;20257.0;-332635000.0;-668395000.0;27191000.0;-150307000.0;40660000.0;-309817000.0;156563000.0;302454000.0;-1440440000.0;-165082000.0;-652093000.0;-19727000.0;0.0;0.0;12673000.0;0.0;0.0;0.0;0.0;-153789000.0;-65831000.0;-863156000.0;-333212845.0127506;-119990380.7066268;7259729.861723553;-317035042.4485832;-142711786.98825428;187918698.21091825;237979714.90808713;173313048.00763696;15312474.774666997;459871.7787374514;-185653.3045728095;259741343.40388948;571247583.722913;-4382505.492610425
2022-12-31;20257.0;-378525500.0;-457284500.0;40873000.0;155268000.0;41316500.0;53569500.0;469386000.0;344613000.0;-1794373000.0;-93409000.0;-55685000.0;-12481500.0;477242500.0;349175000.0;65018000.0;-197806500.0;-9963500.0;-160062500.0;835713500.0;-555584500.0;-56387000.0;-66597000.0;-221875593.74038595;-741620042.0765667;22545035.169668116;49256741.173150204;155373077.50153202;302973609.93423134;262689984.05135697;86839922.14182685;30173451.204154834;-156453424.43104407;-197113925.3588821;1535146481.4428415;482816085.67858464;-5160554.547344219
2023-03-31;20257.0;-424416000.0;-246174000.0;54555000.0;460843000.0;41973000.0;416956000.0;782209000.0;386772000.0;-2148306000.0;-21736000.0;540723000.0;-5236000.0;954485000.0;698350000.0;117363000.0;-395613000.0;-19927000.0;-320125000.0;1671427000.0;-957380000.0;-46943000.0;729962000.0;-110538342.4680213;-1363249703.4465067;37830340.47761268;415548524.7948836;453457941.9913183;418028521.6575444;287400253.1946268;366796.27601670864;45034427.63364267;-313366720.6408256;-394042197.4131914;2810551619.4817944;394384587.6342564;-5938603.602078013
2023-06-30;20257.0;402269000.0;808658000.0;-80050000.0;-99849000.0;45375000.0;-88561000.0;64883000.0;220326000.0;4718099000.0;-37759000.0;-168090000.0;-9024000.0;0.0;0.0;-234726000.0;0.0;0.0;0.0;-1671427000.0;1245837000.0;-102859000.0;545354000.0;446855556.2983064;2818027703.0312996;-17969916.433001827;-94010095.52014682;-93490593.8526063;176591306.17671612;22166788.878406033;-109941338.99860752;-48462089.42447477;459871.7787374514;-185653.3045728095;-4051376926.3408465;461901699.034329;-2866824.0777956266
