DT_REFER;CD_CVM;CD_CONTA;DT_FIM_EXERC_PENULTIMO_BP;DT_FIM_EXERC_PENULTIMO;VL_CONTA_PENULTIMO;VL_CONTA
2014-03-31;20257;1.01.01;2013-12-31;;121140000.0;212137000.0
2014-03-31;20257;1.01.02;2013-12-31;;0.0;0.0
2014-03-31;20257;1.01.03;2013-12-31;;156844000.0;169618000.0
2014-03-31;20257;1.01.04;2013-12-31;;0.0;0.0
2014-03-31;20257;1.02.01;2013-12-31;;5450144000.0;5404165000.0
2014-03-31;20257;1.02.02;2013-12-31;;1885077000.0;1896377000.0
2014-03-31;20257;1.02.03;2013-12-31;;22861000.0;23319000.0
2014-03-31;20257;1.02.04;2013-12-31;;7969000.0;8173000.0
2014-03-31;20257;2.01;2013-12-31;;1097570000.0;1213914000.0
2014-03-31;20257;2.01.02;2013-12-31;;34012000.0;27873000.0
2014-03-31;20257;2.01.03;2013-12-31;;10764000.0;40181000.0
2014-03-31;20257;2.01.04;2013-12-31;;942160000.0;1029046000.0
2014-03-31;20257;2.01.05;2013-12-31;;110634000.0;116814000.0
2014-03-31;20257;2.01.06;2013-12-31;;0.0;0.0
2014-03-31;20257;2.01.07;2013-12-31;;0.0;0.0
2014-03-31;20257;2.02.01;2013-12-31;;3425203000.0;3487784000.0
2014-03-31;20257;2.02.02;2013-12-31;;10907000.0;9698000.0
2014-03-31;20257;2.02.03;2013-12-31;;312344000.0;308471000.0
2014-03-31;20257;2.02.04;2013-12-31;;2991000.0;2991000.0
2014-03-31;20257;2.03.01;2013-12-31;;3042035000.0;3042035000.0
2014-03-31;20257;2.03.02;2013-12-31;;594507000.0;594507000.0
2014-03-31;20257;2.03.04;2013-12-31;;668522000.0;668522000.0
2014-03-31;20257;3.01;;2013-03-31;263268000.0;267537000.0
2014-03-31;20257;3.02;;2013-03-31;-51017000.0;-37713000.0
2014-03-31;20257;3.03;;2013-03-31;212251000.0;229824000.0
2014-03-31;20257;3.04;;2013-03-31;-16442000.0;7540000.0
2014-03-31;20257;3.05;;2013-03-31;195809000.0;237364000.0
2014-03-31;20257;3.06;;2013-03-31;-63861000.0;-102262000.0
2014-03-31;20257;3.07;;2013-03-31;131948000.0;135102000.0
2014-03-31;20257;3.08;;2013-03-31;39198000.0;-23596000.0
2014-03-31;20257;3.09;;2013-03-31;171146000.0;111506000.0
2014-03-31;20257;3.11;;2013-03-31;171146000.0;111506000.0
2014-03-31;20257;5.01;;2013-03-31;4097243000.0;4305064000.0
2014-03-31;20257;5.03;;2013-03-31;4097243000.0;4305064000.0
2014-03-31;20257;5.07;;2013-03-31;4268389000.0;4416570000.0
2014-03-31;20257;6.01;;2013-03-31;266685000.0;281013000.0
2014-03-31;20257;6.02;;2013-03-31;-6512000.0;-225723000.0
2014-03-31;20257;6.03;;2013-03-31;-308407000.0;35707000.0
2014-03-31;20257;6.05;;2013-03-31;-48234000.0;90997000.0
2014-03-31;20257;7.01;;2013-03-31;289195000.0;293713000.0
2014-03-31;20257;7.02;;2013-03-31;-51392000.0;-32254000.0
2014-03-31;20257;7.03;;2013-03-31;237803000.0;261459000.0
2014-03-31;20257;7.04.01;;2013-03-31;-439000.0;-386000.0
2014-03-31;20257;7.05;;2013-03-31;237364000.0;261073000.0
2014-03-31;20257;7.06;;2013-03-31;44189000.0;37220000.0
2014-03-31;20257;7.07;;2013-03-31;281553000.0;298293000.0
2014-03-31;20257;7.08;;2013-03-31;281553000.0;298293000.0
2014-06-30;2453;1.01;2013-12-31;;6668783000.0;7354716000.0
2014-06-30;2453;1.01.01;2013-12-31;;2201827000.0;1988777000.0
2014-06-30;2453;1.01.02;2013-12-31;;933571000.0;1238040000.0
2014-06-30;2453;1.01.03;2013-12-31;;2211954000.0;2819544000.0
2014-06-30;2453;1.01.04;2013-12-31;;37726000.0;37335000.0
2014-06-30;2453;1.02.01;2013-12-31;;9163114000.0;9766187000.0
2014-06-30;2453;1.02.02;2013-12-31;;6160800000.0;8179227000.0
2014-06-30;2453;1.02.03;2013-12-31;;5817455000.0;5697763000.0
2014-06-30;2453;1.02.04;2013-12-31;;2003990000.0;1737355000.0
2014-06-30;2453;2.01;2013-12-31;;5921641000.0;8725365000.0
2014-06-30;2453;2.01.02;2013-12-31;;1066358000.0;1443812000.0
2014-06-30;2453;2.01.03;2013-12-31;;533452000.0;494294000.0
2014-06-30;2453;2.01.04;2013-12-31;;2237766000.0;4456947000.0
2014-06-30;2453;2.01.05;2013-12-31;;1898372000.0;2157059000.0
2014-06-30;2453;2.01.06;2013-12-31;;0.0;0.0
2014-06-30;2453;2.01.07;2013-12-31;;0.0;0.0
2014-06-30;2453;2.02.01;2013-12-31;;7219598000.0;7096882000.0
2014-06-30;2453;2.02.02;2013-12-31;;3472348000.0;3521429000.0
2014-06-30;2453;2.02.03;2013-12-31;;255813000.0;236311000.0
2014-06-30;2453;2.02.04;2013-12-31;;306385000.0;287018000.0
2014-06-30;2453;2.03.01;2013-12-31;;6294208000.0;6294208000.0
2014-06-30;2453;2.03.02;2013-12-31;;1924733000.0;1924503000.0
2014-06-30;2453;2.03.04;2013-12-31;;3839882000.0;2081355000.0
2014-06-30;2453;3.01;;2013-06-30;3438990000.0;4737758000.0
2014-06-30;2453;3.02;;2013-06-30;-2385048000.0;-3086895000.0
2014-06-30;2453;3.03;;2013-06-30;1053942000.0;1650863000.0
2014-06-30;2453;3.04;;2013-06-30;14324000.0;-276447000.0
2014-06-30;2453;3.05;;2013-06-30;1068266000.0;1374416000.0
2014-06-30;2453;3.06;;2013-06-30;-151586000.0;-277581000.0
2014-06-30;2453;3.07;;2013-06-30;916680000.0;1096835000.0
2014-06-30;2453;3.08;;2013-06-30;-299442000.0;-355961000.0
2014-06-30;2453;3.09;;2013-06-30;617238000.0;740874000.0
2014-06-30;2453;3.11;;2013-06-30;617238000.0;740874000.0
2014-06-30;2453;5.01;;2013-06-30;12044062000.0;12638357000.0
2014-06-30;2453;5.03;;2013-06-30;11549996000.0;12638357000.0
2014-06-30;2453;5.07;;2013-06-30;12408516000.0;12868243000.0
2014-06-30;2453;6.01;;2013-06-30;1939691000.0;2183481000.0
2014-06-30;2453;6.02;;2013-06-30;1249022000.0;-2928115000.0
2014-06-30;2453;6.03;;2013-06-30;-3477780000.0;531584000.0
2014-06-30;2453;6.05;;2013-06-30;-289067000.0;-213050000.0
2014-06-30;2453;7.01;;2013-06-30;11189099000.0;12110452000.0
2014-06-30;2453;7.02;;2013-06-30;-5329502000.0;-5203976000.0
2014-06-30;2453;7.03;;2013-06-30;5859597000.0;6906476000.0
2014-06-30;2453;7.04.01;;2013-06-30;-387125000.0;-384524000.0
2014-06-30;2453;7.05;;2013-06-30;5472472000.0;6521952000.0
2014-06-30;2453;7.06;;2013-06-30;542299000.0;428293000.0
2014-06-30;2453;7.07;;2013-06-30;6014771000.0;6950245000.0
2014-06-30;2453;7.08;;2013-06-30;6014771000.0;6950245000.0
2014-06-30;20257;1.01;2013-12-31;;1788028000.0;1856289000.0
2014-06-30;20257;1.01.01;2013-12-31;;121140000.0;75352000.0
2014-06-30;20257;1.01.02;2013-12-31;;0.0;0.0
2014-06-30;20257;1.01.03;2013-12-31;;156844000.0;163863000.0
2014-06-30;20257;1.01.04;2013-12-31;;0.0;0.0
2014-06-30;20257;1.02.01;2013-12-31;;5450144000.0;5184910000.0
2014-06-30;20257;1.02.02;2013-12-31;;1885077000.0;1810004000.0
2014-06-30;20257;1.02.03;2013-12-31;;22861000.0;24119000.0
2014-06-30;20257;1.02.04;2013-12-31;;7969000.0;8516000.0
2014-06-30;20257;2.01;2013-12-31;;1097570000.0;894663000.0
2014-06-30;20257;2.01.02;2013-12-31;;34012000.0;30285000.0
2014-06-30;20257;2.01.03;2013-12-31;;10764000.0;60336000.0
2014-06-30;20257;2.01.04;2013-12-31;;942160000.0;691797000.0
2014-06-30;20257;2.01.05;2013-12-31;;110634000.0;112245000.0
2014-06-30;20257;2.01.06;2013-12-31;;0.0;0.0
2014-06-30;20257;2.01.07;2013-12-31;;0.0;0.0
2014-06-30;20257;2.02.01;2013-12-31;;3425203000.0;3566155000.0
2014-06-30;20257;2.02.02;2013-12-31;;10907000.0;9509000.0
2014-06-30;20257;2.02.03;2013-12-31;;312344000.0;303773000.0
2014-06-30;20257;2.02.04;2013-12-31;;2991000.0;1364000.0
2014-06-30;20257;2.03.01;2013-12-31;;3042035000.0;3042035000.0
2014-06-30;20257;2.03.02;2013-12-31;;594507000.0;594507000.0
2014-06-30;20257;2.03.04;2013-12-31;;668522000.0;280245000.0
2014-06-30;20257;3.01;;2013-06-30;263355000.0;259725000.0
2014-06-30;20257;3.02;;2013-06-30;-47531000.0;-32106000.0
2014-06-30;20257;3.03;;2013-06-30;215824000.0;227619000.0
2014-06-30;20257;3.04;;2013-06-30;-18092000.0;4298000.0
2014-06-30;20257;3.05;;2013-06-30;197732000.0;231917000.0
2014-06-30;20257;3.06;;2013-06-30;-91961000.0;-119696000.0
2014-06-30;20257;3.07;;2013-06-30;105771000.0;112221000.0
2014-06-30;20257;3.08;;2013-06-30;-3368000.0;-32140000.0
2014-06-30;20257;3.09;;2013-06-30;102403000.0;80081000.0
2014-06-30;20257;3.11;;2013-06-30;102403000.0;80081000.0
2014-06-30;20257;5.01;;2013-06-30;4097243000.0;4305064000.0
2014-06-30;20257;5.03;;2013-06-30;4097243000.0;4305064000.0
2014-06-30;20257;5.07;;2013-06-30;4111150000.0;4108374000.0
2014-06-30;20257;6.01;;2013-06-30;517537000.0;693386000.0
2014-06-30;20257;6.02;;2013-06-30;-180216000.0;16071000.0
2014-06-30;20257;6.03;;2013-06-30;-744639000.0;-755245000.0
2014-06-30;20257;6.05;;2013-06-30;-407318000.0;-45788000.0
2014-06-30;20257;7.01;;2013-06-30;577992000.0;579713000.0
2014-06-30;20257;7.02;;2013-06-30;-101422000.0;-59557000.0
2014-06-30;20257;7.03;;2013-06-30;476570000.0;520156000.0
2014-06-30;20257;7.04.01;;2013-06-30;-855000.0;-735000.0
2014-06-30;20257;7.05;;2013-06-30;475715000.0;519421000.0
2014-06-30;20257;7.06;;2013-06-30;88420000.0;75737000.0
2014-06-30;20257;7.07;;2013-06-30;564135000.0;595158000.0
2014-06-30;20257;7.08;;2013-06-30;564135000.0;595158000.0
2014-09-30;2453;1.01;2013-12-31;;6668783000.0;6066789000.0
2014-09-30;2453;1.01.01;2013-12-31;;2201827000.0;1326744000.0
2014-09-30;2453;1.01.02;2013-12-31;;933571000.0;987660000.0
2014-09-30;2453;1.01.03;2013-12-31;;2211954000.0;2238849000.0
2014-09-30;2453;1.01.04;2013-12-31;;37726000.0;34238000.0
2014-09-30;2453;1.02.01;2013-12-31;;9163114000.0;10062781000.0
2014-09-30;2453;1.02.02;2013-12-31;;6160800000.0;8535524000.0
2014-09-30;2453;1.02.03;2013-12-31;;5817455000.0;5640273000.0
2014-09-30;2453;1.02.04;2013-12-31;;2003990000.0;1629056000.0
2014-09-30;2453;2.01;2013-12-31;;5921641000.0;7806127000.0
2014-09-30;2453;2.01.02;2013-12-31;;1066358000.0;1534932000.0
2014-09-30;2453;2.01.03;2013-12-31;;533452000.0;498693000.0
2014-09-30;2453;2.01.04;2013-12-31;;2237766000.0;4697841000.0
2014-09-30;2453;2.01.05;2013-12-31;;1898372000.0;878356000.0
2014-09-30;2453;2.01.06;2013-12-31;;0.0;0.0
2014-09-30;2453;2.01.07;2013-12-31;;0.0;0.0
2014-09-30;2453;2.02.01;2013-12-31;;7219598000.0;7107882000.0
2014-09-30;2453;2.02.02;2013-12-31;;3472348000.0;3571809000.0
2014-09-30;2453;2.02.03;2013-12-31;;255813000.0;237746000.0
2014-09-30;2453;2.02.04;2013-12-31;;306385000.0;307695000.0
2014-09-30;2453;2.03.01;2013-12-31;;6294208000.0;6294208000.0
2014-09-30;2453;2.03.02;2013-12-31;;1924733000.0;1924503000.0
2014-09-30;2453;2.03.04;2013-12-31;;3839882000.0;2081355000.0
2014-09-30;2453;3.01;;2013-09-30;3545896000.0;3831889000.0
2014-09-30;2453;3.02;;2013-09-30;-2627441000.0;-3053268000.0
2014-09-30;2453;3.03;;2013-09-30;918455000.0;778621000.0
2014-09-30;2453;3.04;;2013-09-30;183610000.0;-468493000.0
2014-09-30;2453;3.05;;2013-09-30;1102065000.0;310128000.0
2014-09-30;2453;3.06;;2013-09-30;-119315000.0;-213041000.0
2014-09-30;2453;3.07;;2013-09-30;982750000.0;97087000.0
2014-09-30;2453;3.08;;2013-09-30;-193909000.0;-68031000.0
2014-09-30;2453;3.09;;2013-09-30;788841000.0;29056000.0
2014-09-30;2453;3.11;;2013-09-30;788841000.0;29056000.0
2014-09-30;2453;5.01;;2013-09-30;12044062000.0;12638357000.0
2014-09-30;2453;5.03;;2013-09-30;11549996000.0;12638357000.0
2014-09-30;2453;5.07;;2013-09-30;13197926000.0;12903164000.0
2014-09-30;2453;6.01;;2013-09-30;2654049000.0;3249006000.0
2014-09-30;2453;6.02;;2013-09-30;1383896000.0;-3344704000.0
2014-09-30;2453;6.03;;2013-09-30;-3845926000.0;-779385000.0
2014-09-30;2453;6.05;;2013-09-30;192019000.0;-875083000.0
2014-09-30;2453;7.01;;2013-09-30;16267719000.0;17248617000.0
2014-09-30;2453;7.02;;2013-09-30;-7975157000.0;-8061673000.0
2014-09-30;2453;7.03;;2013-09-30;8292562000.0;9186944000.0
2014-09-30;2453;7.04.01;;2013-09-30;-573714000.0;-587488000.0
2014-09-30;2453;7.05;;2013-09-30;7718848000.0;8599456000.0
2014-09-30;2453;7.06;;2013-09-30;948980000.0;456056000.0
2014-09-30;2453;7.07;;2013-09-30;8667828000.0;9055512000.0
2014-09-30;2453;7.08;;2013-09-30;8667828000.0;9055512000.0
2014-09-30;20257;1.01;2013-12-31;;1788028000.0;2344385000.0
2014-09-30;20257;1.01.01;2013-12-31;;121140000.0;289311000.0
2014-09-30;20257;1.01.02;2013-12-31;;0.0;0.0
2014-09-30;20257;1.01.03;2013-12-31;;156844000.0;214232000.0
2014-09-30;20257;1.01.04;2013-12-31;;0.0;0.0
2014-09-30;20257;1.02.01;2013-12-31;;5450144000.0;5236527000.0
2014-09-30;20257;1.02.02;2013-12-31;;1885077000.0;1723883000.0
2014-09-30;20257;1.02.03;2013-12-31;;22861000.0;20447000.0
2014-09-30;20257;1.02.04;2013-12-31;;7969000.0;8974000.0
2014-09-30;20257;2.01;2013-12-31;;1097570000.0;965222000.0
2014-09-30;20257;2.01.02;2013-12-31;;34012000.0;33088000.0
2014-09-30;20257;2.01.03;2013-12-31;;10764000.0;105160000.0
2014-09-30;20257;2.01.04;2013-12-31;;942160000.0;732661000.0
2014-09-30;20257;2.01.05;2013-12-31;;110634000.0;94313000.0
2014-09-30;20257;2.01.06;2013-12-31;;0.0;0.0
2014-09-30;20257;2.01.07;2013-12-31;;0.0;0.0
2014-09-30;20257;2.02.01;2013-12-31;;3425203000.0;3393327000.0
2014-09-30;20257;2.02.02;2013-12-31;;10907000.0;50411000.0
2014-09-30;20257;2.02.03;2013-12-31;;312344000.0;317897000.0
2014-09-30;20257;2.02.04;2013-12-31;;2991000.0;1364000.0
2014-09-30;20257;2.03.01;2013-12-31;;3042035000.0;3042035000.0
2014-09-30;20257;2.03.02;2013-12-31;;594507000.0;594507000.0
2014-09-30;20257;2.03.04;2013-12-31;;668522000.0;280245000.0
2014-09-30;20257;3.01;;2013-09-30;612044000.0;622103000.0
2014-09-30;20257;3.02;;2013-09-30;-45014000.0;-42717000.0
2014-09-30;20257;3.03;;2013-09-30;567030000.0;579386000.0
2014-09-30;20257;3.04;;2013-09-30;127411000.0;162978000.0
2014-09-30;20257;3.05;;2013-09-30;694441000.0;742364000.0
2014-09-30;20257;3.06;;2013-09-30;-98203000.0;-88764000.0
2014-09-30;20257;3.07;;2013-09-30;596238000.0;653600000.0
2014-09-30;20257;3.08;;2013-09-30;-118291000.0;-155979000.0
2014-09-30;20257;3.09;;2013-09-30;477947000.0;497621000.0
2014-09-30;20257;3.11;;2013-09-30;477947000.0;497621000.0
2014-09-30;20257;5.01;;2013-09-30;4097243000.0;4305064000.0
2014-09-30;20257;5.03;;2013-09-30;4097243000.0;4305064000.0
2014-09-30;20257;5.07;;2013-09-30;4589097000.0;4605995000.0
2014-09-30;20257;6.01;;2013-09-30;837010000.0;1298618000.0
2014-09-30;20257;6.02;;2013-09-30;-212574000.0;-97083000.0
2014-09-30;20257;6.03;;2013-09-30;-1011076000.0;-1033364000.0
2014-09-30;20257;6.05;;2013-09-30;-386640000.0;168171000.0
2014-09-30;20257;7.01;;2013-09-30;1235401000.0;1261444000.0
2014-09-30;20257;7.02;;2013-09-30;-145839000.0;-95329000.0
2014-09-30;20257;7.03;;2013-09-30;1089562000.0;1166115000.0
2014-09-30;20257;7.04.01;;2013-09-30;-1369000.0;-1080000.0
2014-09-30;20257;7.05;;2013-09-30;1088193000.0;1165035000.0
2014-09-30;20257;7.06;;2013-09-30;248183000.0;260238000.0
2014-09-30;20257;7.07;;2013-09-30;1336376000.0;1425273000.0
2014-09-30;20257;7.08;;2013-09-30;1336376000.0;1425273000.0
2015-03-31;2453;1.01;2014-12-31;;6554378000.0;12668574000.0
2015-03-31;2453;1.01.01;2014-12-31;;887143000.0;617572000.0
2015-03-31;2453;1.01.02;2014-12-31;;993994000.0;448461000.0
2015-03-31;2453;1.01.03;2014-12-31;;2462698000.0;3458053000.0
2015-03-31;2453;1.01.04;2014-12-31;;39887000.0;38070000.0
2015-03-31;2453;1.02.01;2014-12-31;;11482918000.0;5949527000.0
2015-03-31;2453;1.02.02;2014-12-31;;8039791000.0;9697555000.0
2015-03-31;2453;1.02.03;2014-12-31;;5543620000.0;4834708000.0
2015-03-31;2453;1.02.04;2014-12-31;;3379296000.0;3232896000.0
2015-03-31;2453;2.01;2014-12-31;;10123317000.0;9804767000.0
2015-03-31;2453;2.01.02;2014-12-31;;1603716000.0;1488401000.0
2015-03-31;2453;2.01.03;2014-12-31;;597264000.0;613356000.0
2015-03-31;2453;2.01.04;2014-12-31;;5290655000.0;4605114000.0
2015-03-31;2453;2.01.05;2014-12-31;;2437074000.0;2915001000.0
2015-03-31;2453;2.01.06;2014-12-31;;0.0;0.0
2015-03-31;2453;2.01.07;2014-12-31;;0.0;0.0
2015-03-31;2453;2.02.01;2014-12-31;;8218083000.0;8450711000.0
2015-03-31;2453;2.02.02;2014-12-31;;4007207000.0;3822696000.0
2015-03-31;2453;2.02.03;2014-12-31;;611469000.0;760753000.0
2015-03-31;2453;2.02.04;2014-12-31;;754975000.0;761330000.0
2015-03-31;2453;2.03.01;2014-12-31;;6294208000.0;6294208000.0
2015-03-31;2453;2.03.02;2014-12-31;;1924503000.0;1924503000.0
2015-03-31;2453;2.03.04;2014-12-31;;2593868000.0;2593868000.0
2015-03-31;2453;3.01;;2014-03-31;4710009000.0;5849279000.0
2015-03-31;2453;3.02;;2014-03-31;-2563166000.0;-3962727000.0
2015-03-31;2453;3.03;;2014-03-31;2146843000.0;1886552000.0
2015-03-31;2453;3.04;;2014-03-31;-220347000.0;445220000.0
2015-03-31;2453;3.05;;2014-03-31;1926496000.0;2331772000.0
2015-03-31;2453;3.06;;2014-03-31;-97539000.0;-273450000.0
2015-03-31;2453;3.07;;2014-03-31;1828957000.0;2058322000.0
2015-03-31;2453;3.08;;2014-03-31;-578868000.0;-573695000.0
2015-03-31;2453;3.09;;2014-03-31;1250089000.0;1484627000.0
2015-03-31;2453;3.11;;2014-03-31;1250089000.0;1484627000.0
2015-03-31;2453;5.01;;2014-03-31;12638357000.0;11284952000.0
2015-03-31;2453;5.03;;2014-03-31;12638357000.0;11284952000.0
2015-03-31;2453;5.07;;2014-03-31;13887032000.0;12783003000.0
2015-03-31;2453;6.01;;2014-03-31;618564000.0;332398000.0
2015-03-31;2453;6.02;;2014-03-31;-1699312000.0;-18683000.0
2015-03-31;2453;6.03;;2014-03-31;-10544000.0;-583286000.0
2015-03-31;2453;6.05;;2014-03-31;-1091292000.0;-269571000.0
2015-03-31;2453;7.01;;2014-03-31;6027462000.0;8649125000.0
2015-03-31;2453;7.02;;2014-03-31;-2393384000.0;-3750458000.0
2015-03-31;2453;7.03;;2014-03-31;3634078000.0;4898667000.0
2015-03-31;2453;7.04.01;;2014-03-31;-182033000.0;-247121000.0
2015-03-31;2453;7.05;;2014-03-31;3452045000.0;4651546000.0
2015-03-31;2453;7.06;;2014-03-31;367643000.0;380394000.0
2015-03-31;2453;7.07;;2014-03-31;3819688000.0;5031940000.0
2015-03-31;2453;7.08;;2014-03-31;3819688000.0;5031940000.0
2015-03-31;20257;1.01;2014-12-31;;1786946000.0;2333210000.0
2015-03-31;20257;1.01.01;2014-12-31;;101853000.0;117181000.0
2015-03-31;20257;1.01.02;2014-12-31;;0.0;0.0
2015-03-31;20257;1.01.03;2014-12-31;;206687000.0;188421000.0
2015-03-31;20257;1.01.04;2014-12-31;;0.0;0.0
2015-03-31;20257;1.02.01;2014-12-31;;5132209000.0;5124684000.0
2015-03-31;20257;1.02.02;2014-12-31;;1702158000.0;1689068000.0
2015-03-31;20257;1.02.03;2014-12-31;;24175000.0;23400000.0
2015-03-31;20257;1.02.04;2014-12-31;;13300000.0;13592000.0
2015-03-31;20257;2.01;2014-12-31;;751767000.0;847935000.0
2015-03-31;20257;2.01.02;2014-12-31;;37133000.0;26992000.0
2015-03-31;20257;2.01.03;2014-12-31;;11996000.0;10755000.0
2015-03-31;20257;2.01.04;2014-12-31;;605806000.0;709847000.0
2015-03-31;20257;2.01.05;2014-12-31;;96832000.0;100341000.0
2015-03-31;20257;2.01.06;2014-12-31;;0.0;0.0
2015-03-31;20257;2.01.07;2014-12-31;;0.0;0.0
2015-03-31;20257;2.02.01;2014-12-31;;3239588000.0;3383930000.0
2015-03-31;20257;2.02.02;2014-12-31;;93089000.0;137078000.0
2015-03-31;20257;2.02.03;2014-12-31;;348589000.0;387323000.0
2015-03-31;20257;2.02.04;2014-12-31;;1123000.0;1123000.0
2015-03-31;20257;2.03.01;2014-12-31;;3042035000.0;3042035000.0
2015-03-31;20257;2.03.02;2014-12-31;;594507000.0;594507000.0
2015-03-31;20257;2.03.04;2014-12-31;;588090000.0;588090000.0
2015-03-31;20257;3.01;;2014-03-31;267537000.0;342526000.0
2015-03-31;20257;3.02;;2014-03-31;-37713000.0;-21879000.0
2015-03-31;20257;3.03;;2014-03-31;229824000.0;320647000.0
2015-03-31;20257;3.04;;2014-03-31;7540000.0;36167000.0
2015-03-31;20257;3.05;;2014-03-31;237364000.0;356814000.0
2015-03-31;20257;3.06;;2014-03-31;-102262000.0;-137391000.0
2015-03-31;20257;3.07;;2014-03-31;135102000.0;219423000.0
2015-03-31;20257;3.08;;2014-03-31;-23596000.0;-17490000.0
2015-03-31;20257;3.09;;2014-03-31;111506000.0;201933000.0
2015-03-31;20257;3.11;;2014-03-31;111506000.0;201933000.0
2015-03-31;20257;5.01;;2014-03-31;4305064000.0;4224632000.0
2015-03-31;20257;5.03;;2014-03-31;4305064000.0;4224632000.0
2015-03-31;20257;5.07;;2014-03-31;4416570000.0;4426565000.0
2015-03-31;20257;6.01;;2014-03-31;281013000.0;429047000.0
2015-03-31;20257;6.02;;2014-03-31;-225723000.0;-404591000.0
2015-03-31;20257;6.03;;2014-03-31;35707000.0;-9128000.0
2015-03-31;20257;6.05;;2014-03-31;90997000.0;15328000.0
2015-03-31;20257;7.01;;2014-03-31;293713000.0;380080000.0
2015-03-31;20257;7.02;;2014-03-31;-32254000.0;-19488000.0
2015-03-31;20257;7.03;;2014-03-31;261459000.0;360592000.0
2015-03-31;20257;7.04.01;;2014-03-31;-386000.0;-405000.0
2015-03-31;20257;7.05;;2014-03-31;261073000.0;360187000.0
2015-03-31;20257;7.06;;2014-03-31;37220000.0;69007000.0
2015-03-31;20257;7.07;;2014-03-31;298293000.0;429194000.0
2015-03-31;20257;7.08;;2014-03-31;298293000.0;429194000.0
2015-06-30;2453;1.01;2014-12-31;;6554378000.0;13516391000.0
2015-06-30;2453;1.01.01;2014-12-31;;887143000.0;757015000.0
2015-06-30;2453;1.01.02;2014-12-31;;993994000.0;517917000.0
2015-06-30;2453;1.01.03;2014-12-31;;2462698000.0;3595168000.0
2015-06-30;2453;1.01.04;2014-12-31;;39887000.0;40494000.0
2015-06-30;2453;1.02.01;2014-12-31;;11482918000.0;6003340000.0
2015-06-30;2453;1.02.02;2014-12-31;;8039791000.0;9692802000.0
2015-06-30;2453;1.02.03;2014-12-31;;5543620000.0;4764227000.0
2015-06-30;2453;1.02.04;2014-12-31;;3379296000.0;3136536000.0
2015-06-30;2453;2.01;2014-12-31;;10123317000.0;9411443000.0
2015-06-30;2453;2.01.02;2014-12-31;;1603716000.0;1464063000.0
2015-06-30;2453;2.01.03;2014-12-31;;597264000.0;686430000.0
2015-06-30;2453;2.01.04;2014-12-31;;5290655000.0;4746442000.0
2015-06-30;2453;2.01.05;2014-12-31;;2437074000.0;2305963000.0
2015-06-30;2453;2.01.06;2014-12-31;;0.0;0.0
2015-06-30;2453;2.01.07;2014-12-31;;0.0;0.0
2015-06-30;2453;2.02.01;2014-12-31;;8218083000.0;8290532000.0
2015-06-30;2453;2.02.02;2014-12-31;;4007207000.0;3772223000.0
2015-06-30;2453;2.02.03;2014-12-31;;611469000.0;743751000.0
2015-06-30;2453;2.02.04;2014-12-31;;754975000.0;782931000.0
2015-06-30;2453;2.03.01;2014-12-31;;6294208000.0;6294208000.0
2015-06-30;2453;2.03.02;2014-12-31;;1924503000.0;1924503000.0
2015-06-30;2453;2.03.04;2014-12-31;;2593868000.0;3391184000.0
2015-06-30;2453;3.01;;2014-06-30;4701427000.0;5392480000.0
2015-06-30;2453;3.02;;2014-06-30;-3058394000.0;-3886332000.0
2015-06-30;2453;3.03;;2014-06-30;1643033000.0;1506148000.0
2015-06-30;2453;3.04;;2014-06-30;-272638000.0;-455463000.0
2015-06-30;2453;3.05;;2014-06-30;1370395000.0;1050685000.0
2015-06-30;2453;3.06;;2014-06-30;-273560000.0;-251581000.0
2015-06-30;2453;3.07;;2014-06-30;1096835000.0;799104000.0
2015-06-30;2453;3.08;;2014-06-30;-355961000.0;-264840000.0
2015-06-30;2453;3.09;;2014-06-30;740874000.0;534264000.0
2015-06-30;2453;3.11;;2014-06-30;740874000.0;534264000.0
2015-06-30;2453;5.01;;2014-06-30;12638357000.0;11284952000.0
2015-06-30;2453;5.03;;2014-06-30;12638357000.0;11284952000.0
2015-06-30;2453;5.07;;2014-06-30;12868243000.0;14112416000.0
2015-06-30;2453;6.01;;2014-06-30;2183481000.0;970180000.0
2015-06-30;2453;6.02;;2014-06-30;-2928115000.0;-395137000.0
2015-06-30;2453;6.03;;2014-06-30;531584000.0;-705171000.0
2015-06-30;2453;6.05;;2014-06-30;-213050000.0;-130128000.0
2015-06-30;2453;7.01;;2014-06-30;12110452000.0;17069488000.0
2015-06-30;2453;7.02;;2014-06-30;-5216647000.0;-7521892000.0
2015-06-30;2453;7.03;;2014-06-30;6893805000.0;9547596000.0
2015-06-30;2453;7.04.01;;2014-06-30;-384524000.0;-428708000.0
2015-06-30;2453;7.05;;2014-06-30;6509281000.0;9118888000.0
2015-06-30;2453;7.06;;2014-06-30;428293000.0;620665000.0
2015-06-30;2453;7.07;;2014-06-30;6937574000.0;9739553000.0
2015-06-30;2453;7.08;;2014-06-30;6937574000.0;9739553000.0
2015-06-30;20257;1.01;2014-12-31;;1786946000.0;2320501000.0
2015-06-30;20257;1.01.01;2014-12-31;;101853000.0;18645000.0
2015-06-30;20257;1.01.02;2014-12-31;;0.0;0.0
2015-06-30;20257;1.01.03;2014-12-31;;206687000.0;191665000.0
2015-06-30;20257;1.01.04;2014-12-31;;0.0;0.0
