DT_REFER;CD_CVM;CD_CONTA;DT_FIM_EXERC_PENULTIMO_BP;DT_FIM_EXERC_PENULTIMO;VL_CONTA_PENULTIMO;VL_CONTA
2017-06-30;2453;2.01.02;2016-12-31;;1939593000.0;1915933000.0
2017-06-30;2453;2.01.03;2016-12-31;;820453000.0;666957000.0
2017-06-30;2453;2.01.04;2016-12-31;;4836923000.0;5192693000.0
2017-06-30;2453;2.01.05;2016-12-31;;3625750000.0;3768025000.0
2017-06-30;2453;2.01.06;2016-12-31;;0.0;0.0
2017-06-30;2453;2.01.07;2016-12-31;;0.0;0.0
2017-06-30;2453;2.02.01;2016-12-31;;10342357000.0;9413957000.0
2017-06-30;2453;2.02.02;2016-12-31;;5914442000.0;5753444000.0
2017-06-30;2453;2.02.03;2016-12-31;;582206000.0;650962000.0
2017-06-30;2453;2.02.04;2016-12-31;;815017000.0;949143000.0
2017-06-30;2453;2.03.01;2016-12-31;;6294208000.0;6294208000.0
2017-06-30;2453;2.03.02;2016-12-31;;1924503000.0;1924503000.0
2017-06-30;2453;2.03.04;2016-12-31;;5199855000.0;5202047000.0
2017-06-30;2453;3.01;;2016-06-30;4757626000.0;5205029000.0
2017-06-30;2453;3.02;;2016-06-30;-3628975000.0;-4264139000.0
2017-06-30;2453;3.03;;2016-06-30;1128651000.0;940890000.0
2017-06-30;2453;3.04;;2016-06-30;-648186000.0;-410683000.0
2017-06-30;2453;3.05;;2016-06-30;480465000.0;530207000.0
2017-06-30;2453;3.06;;2016-06-30;-215508000.0;-341554000.0
2017-06-30;2453;3.07;;2016-06-30;264957000.0;188653000.0
2017-06-30;2453;3.08;;2016-06-30;-62833000.0;-50539000.0
2017-06-30;2453;3.09;;2016-06-30;202124000.0;138114000.0
2017-06-30;2453;3.11;;2016-06-30;202124000.0;138114000.0
2017-06-30;2453;5.01;;2016-06-30;12987676000.0;12934371000.0
2017-06-30;2453;5.03;;2016-06-30;12987676000.0;12934371000.0
2017-06-30;2453;5.07;;2016-06-30;13798167000.0;13370874000.0
2017-06-30;2453;6.01;;2016-06-30;112608000.0;1922910000.0
2017-06-30;2453;6.02;;2016-06-30;367729000.0;-906282000.0
2017-06-30;2453;6.03;;2016-06-30;95446000.0;-1065657000.0
2017-06-30;2453;6.05;;2016-06-30;575783000.0;-49029000.0
2017-06-30;2453;7.01;;2016-06-30;14498372000.0;15017723000.0
2017-06-30;2453;7.02;;2016-06-30;-7040186000.0;-7347655000.0
2017-06-30;2453;7.03;;2016-06-30;7458186000.0;7670068000.0
2017-06-30;2453;7.04.01;;2016-06-30;-398717000.0;-410800000.0
2017-06-30;2453;7.05;;2016-06-30;7059469000.0;7259268000.0
2017-06-30;2453;7.06;;2016-06-30;617977000.0;409019000.0
2017-06-30;2453;7.07;;2016-06-30;7677446000.0;7668287000.0
2017-06-30;2453;7.08;;2016-06-30;7677446000.0;7668287000.0
2017-06-30;20257;1.01;2016-12-31;;1954878000.0;2275463000.0
2017-06-30;20257;1.01.01;2016-12-31;;101505000.0;84519000.0
2017-06-30;20257;1.01.02;2016-12-31;;0.0;0.0
2017-06-30;20257;1.01.03;2016-12-31;;173058000.0;174975000.0
2017-06-30;20257;1.01.04;2016-12-31;;0.0;0.0
2017-06-30;20257;1.02.01;2016-12-31;;4679127000.0;4367995000.0
2017-06-30;20257;1.02.02;2016-12-31;;1729927000.0;1715713000.0
2017-06-30;20257;1.02.03;2016-12-31;;21519000.0;20048000.0
2017-06-30;20257;1.02.04;2016-12-31;;25166000.0;25615000.0
2017-06-30;20257;2.01;2016-12-31;;1074367000.0;1200182000.0
2017-06-30;20257;2.01.02;2016-12-31;;36991000.0;13648000.0
2017-06-30;20257;2.01.03;2016-12-31;;25299000.0;86932000.0
2017-06-30;20257;2.01.04;2016-12-31;;909370000.0;1000808000.0
2017-06-30;20257;2.01.05;2016-12-31;;102707000.0;98794000.0
2017-06-30;20257;2.01.06;2016-12-31;;0.0;0.0
2017-06-30;20257;2.01.07;2016-12-31;;0.0;0.0
2017-06-30;20257;2.02.01;2016-12-31;;2381087000.0;2411819000.0
2017-06-30;20257;2.02.02;2016-12-31;;161167000.0;143745000.0
2017-06-30;20257;2.02.03;2016-12-31;;476795000.0;410452000.0
2017-06-30;20257;2.02.04;2016-12-31;;9613000.0;10523000.0
2017-06-30;20257;2.03.01;2016-12-31;;3042035000.0;3042035000.0
2017-06-30;20257;2.03.02;2016-12-31;;594507000.0;594507000.0
2017-06-30;20257;2.03.04;2016-12-31;;671046000.0;496328000.0
2017-06-30;20257;3.01;;2016-06-30;323357000.0;169271000.0
2017-06-30;20257;3.02;;2016-06-30;-21353000.0;-25695000.0
2017-06-30;20257;3.03;;2016-06-30;302004000.0;143576000.0
2017-06-30;20257;3.04;;2016-06-30;17847000.0;-25992000.0
2017-06-30;20257;3.05;;2016-06-30;319851000.0;117584000.0
2017-06-30;20257;3.06;;2016-06-30;-99867000.0;-53062000.0
2017-06-30;20257;3.07;;2016-06-30;219984000.0;64522000.0
2017-06-30;20257;3.08;;2016-06-30;-12777000.0;7512000.0
2017-06-30;20257;3.09;;2016-06-30;207207000.0;72034000.0
2017-06-30;20257;3.11;;2016-06-30;207207000.0;72034000.0
2017-06-30;20257;5.01;;2016-06-30;4377065000.0;4307588000.0
2017-06-30;20257;5.03;;2016-06-30;4377065000.0;4307588000.0
2017-06-30;20257;5.07;;2016-06-30;4293745000.0;4228113000.0
2017-06-30;20257;6.01;;2016-06-30;716547000.0;755555000.0
2017-06-30;20257;6.02;;2016-06-30;-24018000.0;-378994000.0
2017-06-30;20257;6.03;;2016-06-30;-616196000.0;-393547000.0
2017-06-30;20257;6.05;;2016-06-30;76333000.0;-16986000.0
2017-06-30;20257;7.01;;2016-06-30;805628000.0;570163000.0
2017-06-30;20257;7.02;;2016-06-30;-34593000.0;-59394000.0
2017-06-30;20257;7.03;;2016-06-30;771035000.0;510769000.0
2017-06-30;20257;7.04.01;;2016-06-30;-1785000.0;-1624000.0
2017-06-30;20257;7.05;;2016-06-30;769250000.0;509145000.0
2017-06-30;20257;7.06;;2016-06-30;155160000.0;90153000.0
2017-06-30;20257;7.07;;2016-06-30;924410000.0;599298000.0
2017-06-30;20257;7.08;;2016-06-30;924410000.0;599298000.0
2017-09-30;2453;1.01;2016-12-31;;8285470000.0;7855582000.0
2017-09-30;2453;1.01.01;2016-12-31;;995132000.0;582382000.0
2017-09-30;2453;1.01.02;2016-12-31;;1014188000.0;690991000.0
2017-09-30;2453;1.01.03;2016-12-31;;3436404000.0;3861255000.0
2017-09-30;2453;1.01.04;2016-12-31;;49473000.0;48605000.0
2017-09-30;2453;1.02.01;2016-12-31;;10402539000.0;11501491000.0
2017-09-30;2453;1.02.02;2016-12-31;;8753088000.0;8620126000.0
2017-09-30;2453;1.02.03;2016-12-31;;3775076000.0;2797191000.0
2017-09-30;2453;1.02.04;2016-12-31;;10819680000.0;11057685000.0
2017-09-30;2453;2.01;2016-12-31;;11447460000.0;12349927000.0
2017-09-30;2453;2.01.02;2016-12-31;;1939593000.0;2186448000.0
2017-09-30;2453;2.01.03;2016-12-31;;820453000.0;1083677000.0
2017-09-30;2453;2.01.04;2016-12-31;;4836923000.0;5199471000.0
2017-09-30;2453;2.01.05;2016-12-31;;3625750000.0;3632676000.0
2017-09-30;2453;2.01.06;2016-12-31;;0.0;0.0
2017-09-30;2453;2.01.07;2016-12-31;;0.0;0.0
2017-09-30;2453;2.02.01;2016-12-31;;10342357000.0;8856104000.0
2017-09-30;2453;2.02.02;2016-12-31;;5914442000.0;5942107000.0
2017-09-30;2453;2.02.03;2016-12-31;;582206000.0;682757000.0
2017-09-30;2453;2.02.04;2016-12-31;;815017000.0;713973000.0
2017-09-30;2453;2.03.01;2016-12-31;;6294208000.0;6294208000.0
2017-09-30;2453;2.03.02;2016-12-31;;1924503000.0;1924503000.0
2017-09-30;2453;2.03.04;2016-12-31;;5199855000.0;5199855000.0
2017-09-30;2453;3.01;;2016-09-30;4895606000.0;5135822000.0
2017-09-30;2453;3.02;;2016-09-30;-3641470000.0;-4693110000.0
2017-09-30;2453;3.03;;2016-09-30;1254136000.0;442712000.0
2017-09-30;2453;3.04;;2016-09-30;-262688000.0;-548126000.0
2017-09-30;2453;3.05;;2016-09-30;991448000.0;-105414000.0
2017-09-30;2453;3.06;;2016-09-30;-422912000.0;12414000.0
2017-09-30;2453;3.07;;2016-09-30;568536000.0;-93000000.0
2017-09-30;2453;3.08;;2016-09-30;-135034000.0;9334000.0
2017-09-30;2453;3.09;;2016-09-30;433502000.0;-83666000.0
2017-09-30;2453;3.11;;2016-09-30;433502000.0;-83666000.0
2017-09-30;2453;5.01;;2016-09-30;12987676000.0;12934371000.0
2017-09-30;2453;5.03;;2016-09-30;12987676000.0;12934371000.0
2017-09-30;2453;5.07;;2016-09-30;14255888000.0;13287207000.0
2017-09-30;2453;6.01;;2016-09-30;228694000.0;2142861000.0
2017-09-30;2453;6.02;;2016-09-30;-101191000.0;-840537000.0
2017-09-30;2453;6.03;;2016-09-30;640943000.0;-1715074000.0
2017-09-30;2453;6.05;;2016-09-30;768446000.0;-412750000.0
2017-09-30;2453;7.01;;2016-09-30;21801949000.0;23296559000.0
2017-09-30;2453;7.02;;2016-09-30;-10349807000.0;-12061699000.0
2017-09-30;2453;7.03;;2016-09-30;11452142000.0;11234860000.0
2017-09-30;2453;7.04.01;;2016-09-30;-601197000.0;-616783000.0
2017-09-30;2453;7.05;;2016-09-30;10850945000.0;10618077000.0
2017-09-30;2453;7.06;;2016-09-30;882451000.0;529385000.0
2017-09-30;2453;7.07;;2016-09-30;11733396000.0;11147462000.0
2017-09-30;2453;7.08;;2016-09-30;11733396000.0;11147462000.0
2017-09-30;20257;1.01;2016-12-31;;1954878000.0;2487654000.0
2017-09-30;20257;1.01.01;2016-12-31;;101505000.0;41876000.0
2017-09-30;20257;1.01.02;2016-12-31;;0.0;0.0
2017-09-30;20257;1.01.03;2016-12-31;;173058000.0;165172000.0
2017-09-30;20257;1.01.04;2016-12-31;;0.0;0.0
2017-09-30;20257;1.02.01;2016-12-31;;4679127000.0;4262324000.0
2017-09-30;20257;1.02.02;2016-12-31;;1729927000.0;1650711000.0
2017-09-30;20257;1.02.03;2016-12-31;;21519000.0;21783000.0
2017-09-30;20257;1.02.04;2016-12-31;;25166000.0;26820000.0
2017-09-30;20257;2.01;2016-12-31;;1074367000.0;1279112000.0
2017-09-30;20257;2.01.02;2016-12-31;;36991000.0;17923000.0
2017-09-30;20257;2.01.03;2016-12-31;;25299000.0;102257000.0
2017-09-30;20257;2.01.04;2016-12-31;;909370000.0;1050602000.0
2017-09-30;20257;2.01.05;2016-12-31;;102707000.0;108330000.0
2017-09-30;20257;2.01.06;2016-12-31;;0.0;0.0
2017-09-30;20257;2.01.07;2016-12-31;;0.0;0.0
2017-09-30;20257;2.02.01;2016-12-31;;2381087000.0;2403566000.0
2017-09-30;20257;2.02.02;2016-12-31;;161167000.0;118597000.0
2017-09-30;20257;2.02.03;2016-12-31;;476795000.0;378229000.0
2017-09-30;20257;2.02.04;2016-12-31;;9613000.0;14237000.0
2017-09-30;20257;2.03.01;2016-12-31;;3042035000.0;3042035000.0
2017-09-30;20257;2.03.02;2016-12-31;;594507000.0;594507000.0
2017-09-30;20257;2.03.04;2016-12-31;;671046000.0;496328000.0
2017-09-30;20257;3.01;;2016-09-30;364611000.0;214899000.0
2017-09-30;20257;3.02;;2016-09-30;-49831000.0;-47237000.0
2017-09-30;20257;3.03;;2016-09-30;314780000.0;167662000.0
2017-09-30;20257;3.04;;2016-09-30;36537000.0;-19249000.0
2017-09-30;20257;3.05;;2016-09-30;351317000.0;148413000.0
2017-09-30;20257;3.06;;2016-09-30;-92961000.0;-47384000.0
2017-09-30;20257;3.07;;2016-09-30;258356000.0;101029000.0
2017-09-30;20257;3.08;;2016-09-30;-40800000.0;-3704000.0
2017-09-30;20257;3.09;;2016-09-30;217556000.0;97325000.0
2017-09-30;20257;3.11;;2016-09-30;217556000.0;97325000.0
2017-09-30;20257;5.01;;2016-09-30;4377065000.0;4307588000.0
2017-09-30;20257;5.03;;2016-09-30;4377065000.0;4307588000.0
2017-09-30;20257;5.07;;2016-09-30;4312764000.0;4255551000.0
2017-09-30;20257;6.01;;2016-09-30;1218261000.0;1176454000.0
2017-09-30;20257;6.02;;2016-09-30;-291547000.0;-760842000.0
2017-09-30;20257;6.03;;2016-09-30;-831281000.0;-475241000.0
2017-09-30;20257;6.05;;2016-09-30;95433000.0;-59629000.0
2017-09-30;20257;7.01;;2016-09-30;1211059000.0;814437000.0
2017-09-30;20257;7.02;;2016-09-30;-75278000.0;-107732000.0
2017-09-30;20257;7.03;;2016-09-30;1135781000.0;706705000.0
2017-09-30;20257;7.04.01;;2016-09-30;-2491000.0;-2573000.0
2017-09-30;20257;7.05;;2016-09-30;1133290000.0;704132000.0
2017-09-30;20257;7.06;;2016-09-30;225096000.0;125104000.0
2017-09-30;20257;7.07;;2016-09-30;1358386000.0;829236000.0
2017-09-30;20257;7.08;;2016-09-30;1358386000.0;829236000.0
2018-03-31;2453;1.01;2017-12-31;;8537303000.0;6913109000.0
2018-03-31;2453;1.01.01;2017-12-31;;1030257000.0;422328000.0
2018-03-31;2453;1.01.02;2017-12-31;;1058384000.0;438513000.0
2018-03-31;2453;1.01.03;2017-12-31;;4197303000.0;3707567000.0
2018-03-31;2453;1.01.04;2017-12-31;;38134000.0;35186000.0
2018-03-31;2453;1.02.01;2017-12-31;;11991823000.0;12008990000.0
2018-03-31;2453;1.02.02;2017-12-31;;7792225000.0;7821362000.0
2018-03-31;2453;1.02.03;2017-12-31;;2762310000.0;2725712000.0
2018-03-31;2453;1.02.04;2017-12-31;;11155928000.0;11167780000.0
2018-03-31;2453;2.01;2017-12-31;;8662284000.0;7548199000.0
2018-03-31;2453;2.01.02;2017-12-31;;2342757000.0;1623467000.0
2018-03-31;2453;2.01.03;2017-12-31;;819868000.0;678367000.0
2018-03-31;2453;2.01.04;2017-12-31;;2370551000.0;2588160000.0
2018-03-31;2453;2.01.05;2017-12-31;;2922017000.0;2471537000.0
2018-03-31;2453;2.01.06;2017-12-31;;0.0;0.0
2018-03-31;2453;2.01.07;2017-12-31;;0.0;0.0
2018-03-31;2453;2.02.01;2017-12-31;;12027146000.0;11110656000.0
2018-03-31;2453;2.02.02;2017-12-31;;5807221000.0;5826933000.0
2018-03-31;2453;2.02.03;2017-12-31;;734689000.0;724063000.0
2018-03-31;2453;2.02.04;2017-12-31;;678113000.0;687661000.0
2018-03-31;2453;2.03.01;2017-12-31;;6294208000.0;6294208000.0
2018-03-31;2453;2.03.02;2017-12-31;;3139726000.0;3249276000.0
2018-03-31;2453;2.03.04;2017-12-31;;5728574000.0;5729550000.0
2018-03-31;2453;3.01;;2017-03-31;4812930000.0;4935431000.0
2018-03-31;2453;3.02;;2017-03-31;-3435428000.0;-3729615000.0
2018-03-31;2453;3.03;;2017-03-31;1377502000.0;1205816000.0
2018-03-31;2453;3.04;;2017-03-31;-478633000.0;-411804000.0
2018-03-31;2453;3.05;;2017-03-31;898869000.0;794012000.0
2018-03-31;2453;3.06;;2017-03-31;-392746000.0;-157800000.0
2018-03-31;2453;3.07;;2017-03-31;506123000.0;636212000.0
2018-03-31;2453;3.08;;2017-03-31;-163389000.0;-171617000.0
2018-03-31;2453;3.09;;2017-03-31;342734000.0;464595000.0
2018-03-31;2453;3.11;;2017-03-31;342734000.0;464595000.0
2018-03-31;2453;5.01;;2017-03-31;12934371000.0;14330136000.0
2018-03-31;2453;5.03;;2017-03-31;12934371000.0;14148290000.0
2018-03-31;2453;5.07;;2017-03-31;13292997000.0;14739441000.0
2018-03-31;2453;6.01;;2017-03-31;528084000.0;-373067000.0
2018-03-31;2453;6.02;;2017-03-31;-163706000.0;378313000.0
2018-03-31;2453;6.03;;2017-03-31;-517245000.0;-613175000.0
2018-03-31;2453;6.05;;2017-03-31;-152867000.0;-607929000.0
2018-03-31;2453;7.01;;2017-03-31;7294297000.0;7595456000.0
2018-03-31;2453;7.02;;2017-03-31;-3354576000.0;-3705506000.0
2018-03-31;2453;7.03;;2017-03-31;3939721000.0;3889950000.0
2018-03-31;2453;7.04.01;;2017-03-31;-201365000.0;-212991000.0
2018-03-31;2453;7.05;;2017-03-31;3738356000.0;3676959000.0
2018-03-31;2453;7.06;;2017-03-31;209532000.0;298728000.0
2018-03-31;2453;7.07;;2017-03-31;3947888000.0;3975687000.0
2018-03-31;2453;7.08;;2017-03-31;3947888000.0;3975687000.0
2018-03-31;20257;1.01;2017-12-31;;1946797000.0;2116435000.0
2018-03-31;20257;1.01.01;2017-12-31;;56680000.0;93131000.0
2018-03-31;20257;1.01.02;2017-12-31;;0.0;0.0
2018-03-31;20257;1.01.03;2017-12-31;;174785000.0;176056000.0
2018-03-31;20257;1.01.04;2017-12-31;;0.0;0.0
2018-03-31;20257;1.02.01;2017-12-31;;4268079000.0;4278796000.0
2018-03-31;20257;1.02.02;2017-12-31;;1780935000.0;1799801000.0
2018-03-31;20257;1.02.03;2017-12-31;;23277000.0;22936000.0
2018-03-31;20257;1.02.04;2017-12-31;;35732000.0;38480000.0
2018-03-31;20257;2.01;2017-12-31;;644778000.0;622278000.0
2018-03-31;20257;2.01.02;2017-12-31;;39297000.0;23209000.0
2018-03-31;20257;2.01.03;2017-12-31;;78790000.0;61164000.0
2018-03-31;20257;2.01.04;2017-12-31;;401779000.0;429382000.0
2018-03-31;20257;2.01.05;2017-12-31;;124912000.0;108523000.0
2018-03-31;20257;2.01.06;2017-12-31;;0.0;0.0
2018-03-31;20257;2.01.07;2017-12-31;;0.0;0.0
2018-03-31;20257;2.02.01;2017-12-31;;2603381000.0;2620121000.0
2018-03-31;20257;2.02.02;2017-12-31;;72546000.0;69584000.0
2018-03-31;20257;2.02.03;2017-12-31;;371676000.0;364269000.0
2018-03-31;20257;2.02.04;2017-12-31;;14887000.0;15367000.0
2018-03-31;20257;2.03.01;2017-12-31;;3042035000.0;3042035000.0
2018-03-31;20257;2.03.02;2017-12-31;;594507000.0;594507000.0
2018-03-31;20257;2.03.04;2017-12-31;;711010000.0;711010000.0
2018-03-31;20257;3.01;;2017-03-31;332320000.0;316705000.0
2018-03-31;20257;3.02;;2017-03-31;-37981000.0;-35052000.0
2018-03-31;20257;3.03;;2017-03-31;294339000.0;281653000.0
2018-03-31;20257;3.04;;2017-03-31;24761000.0;32473000.0
2018-03-31;20257;3.05;;2017-03-31;319100000.0;314126000.0
2018-03-31;20257;3.06;;2017-03-31;-70896000.0;-51948000.0
2018-03-31;20257;3.07;;2017-03-31;248204000.0;262178000.0
2018-03-31;20257;3.08;;2017-03-31;-46837000.0;-44901000.0
2018-03-31;20257;3.09;;2017-03-31;201367000.0;217277000.0
2018-03-31;20257;3.11;;2017-03-31;201367000.0;217277000.0
2018-03-31;20257;5.01;;2017-03-31;4307588000.0;4347552000.0
2018-03-31;20257;5.03;;2017-03-31;4307588000.0;4347552000.0
2018-03-31;20257;5.07;;2017-03-31;4508955000.0;4564829000.0
2018-03-31;20257;6.01;;2017-03-31;352450000.0;302757000.0
2018-03-31;20257;6.02;;2017-03-31;-222124000.0;-248485000.0
2018-03-31;20257;6.03;;2017-03-31;-14609000.0;-17821000.0
2018-03-31;20257;6.05;;2017-03-31;115717000.0;36451000.0
2018-03-31;20257;7.01;;2017-03-31;370466000.0;353928000.0
2018-03-31;20257;7.02;;2017-03-31;-33627000.0;-33662000.0
2018-03-31;20257;7.03;;2017-03-31;336839000.0;320266000.0
2018-03-31;20257;7.04.01;;2017-03-31;-815000.0;-1484000.0
2018-03-31;20257;7.05;;2017-03-31;336024000.0;318782000.0
2018-03-31;20257;7.06;;2017-03-31;67816000.0;74228000.0
2018-03-31;20257;7.07;;2017-03-31;403840000.0;393010000.0
2018-03-31;20257;7.08;;2017-03-31;403840000.0;393010000.0
2018-06-30;2453;1.01;2017-12-31;;8537303000.0;7312878000.0
2018-06-30;2453;1.01.01;2017-12-31;;1030257000.0;940937000.0
2018-06-30;2453;1.01.02;2017-12-31;;1058384000.0;288035000.0
2018-06-30;2453;1.01.03;2017-12-31;;4197303000.0;3768848000.0
2018-06-30;2453;1.01.04;2017-12-31;;38134000.0;33730000.0
2018-06-30;2453;1.02.01;2017-12-31;;11991823000.0;13115830000.0
2018-06-30;2453;1.02.02;2017-12-31;;7792225000.0;7703552000.0
2018-06-30;2453;1.02.03;2017-12-31;;2762310000.0;2420914000.0
2018-06-30;2453;1.02.04;2017-12-31;;11155928000.0;11184952000.0
2018-06-30;2453;2.01;2017-12-31;;8662284000.0;7866540000.0
2018-06-30;2453;2.01.02;2017-12-31;;2342757000.0;2152676000.0
2018-06-30;2453;2.01.03;2017-12-31;;819868000.0;362403000.0
2018-06-30;2453;2.01.04;2017-12-31;;2370551000.0;2740647000.0
2018-06-30;2453;2.01.05;2017-12-31;;2922017000.0;2382379000.0
2018-06-30;2453;2.01.06;2017-12-31;;0.0;0.0
2018-06-30;2453;2.01.07;2017-12-31;;0.0;5905000.0
2018-06-30;2453;2.02.01;2017-12-31;;12027146000.0;11863407000.0
2018-06-30;2453;2.02.02;2017-12-31;;5807221000.0;5893540000.0
2018-06-30;2453;2.02.03;2017-12-31;;734689000.0;717902000.0
2018-06-30;2453;2.02.04;2017-12-31;;678113000.0;668434000.0
2018-06-30;2453;2.03.01;2017-12-31;;6294208000.0;7293763000.0
2018-06-30;2453;2.03.02;2017-12-31;;3139726000.0;2249721000.0
2018-06-30;2453;2.03.04;2017-12-31;;5728574000.0;5728574000.0
2018-06-30;2453;3.01;;2017-06-30;5205029000.0;5606538000.0
2018-06-30;2453;3.02;;2017-06-30;-4264139000.0;-4488514000.0
2018-06-30;2453;3.03;;2017-06-30;940890000.0;1118024000.0
2018-06-30;2453;3.04;;2017-06-30;-410683000.0;-454223000.0
2018-06-30;2453;3.05;;2017-06-30;530207000.0;663801000.0
2018-06-30;2453;3.06;;2017-06-30;-341554000.0;-696832000.0
2018-06-30;2453;3.07;;2017-06-30;188653000.0;-33031000.0
2018-06-30;2453;3.08;;2017-06-30;-50539000.0;773000.0
2018-06-30;2453;3.09;;2017-06-30;138114000.0;-32258000.0
2018-06-30;2453;3.11;;2017-06-30;138114000.0;-10886000.0
2018-06-30;2453;5.01;;2017-06-30;12934371000.0;14330136000.0
2018-06-30;2453;5.03;;2017-06-30;12934371000.0;14148290000.0
2018-06-30;2453;5.07;;2017-06-30;13370874000.0;14728303000.0
2018-06-30;2453;6.01;;2017-06-30;1766630000.0;-8501000.0
2018-06-30;2453;6.02;;2017-06-30;-750002000.0;188879000.0
2018-06-30;2453;6.03;;2017-06-30;-1065657000.0;-269698000.0
2018-06-30;2453;6.05;;2017-06-30;-49029000.0;-89320000.0
2018-06-30;2453;7.01;;2017-06-30;15017723000.0;15809175000.0
2018-06-30;2453;7.02;;2017-06-30;-7347655000.0;-8121583000.0
2018-06-30;2453;7.03;;2017-06-30;7670068000.0;7687592000.0
2018-06-30;2453;7.04.01;;2017-06-30;-410800000.0;-411300000.0
2018-06-30;2453;7.05;;2017-06-30;7259268000.0;7276292000.0
2018-06-30;2453;7.06;;2017-06-30;409019000.0;486308000.0
2018-06-30;2453;7.07;;2017-06-30;7668287000.0;7762600000.0
2018-06-30;2453;7.08;;2017-06-30;7668287000.0;7762600000.0
2018-06-30;20257;1.01;2017-12-31;;1946797000.0;2060752000.0
2018-06-30;20257;1.01.01;2017-12-31;;56680000.0;112379000.0
2018-06-30;20257;1.01.02;2017-12-31;;0.0;0.0
2018-06-30;20257;1.01.03;2017-12-31;;174785000.0;165453000.0
2018-06-30;20257;1.01.04;2017-12-31;;0.0;0.0
2018-06-30;20257;1.02.01;2017-12-31;;4268079000.0;4202451000.0
2018-06-30;20257;1.02.02;2017-12-31;;1780935000.0;1865233000.0
2018-06-30;20257;1.02.03;2017-12-31;;23277000.0;22777000.0
2018-06-30;20257;1.02.04;2017-12-31;;35732000.0;42663000.0
2018-06-30;20257;2.01;2017-12-31;;644778000.0;680527000.0
2018-06-30;20257;2.01.02;2017-12-31;;39297000.0;26370000.0
2018-06-30;20257;2.01.03;2017-12-31;;78790000.0;73761000.0
2018-06-30;20257;2.01.04;2017-12-31;;401779000.0;470214000.0
2018-06-30;20257;2.01.05;2017-12-31;;124912000.0;110182000.0
2018-06-30;20257;2.01.06;2017-12-31;;0.0;0.0
2018-06-30;20257;2.01.07;2017-12-31;;0.0;0.0
2018-06-30;20257;2.02.01;2017-12-31;;2603381000.0;2681664000.0
2018-06-30;20257;2.02.02;2017-12-31;;72546000.0;38224000.0
2018-06-30;20257;2.02.03;2017-12-31;;371676000.0;367356000.0
2018-06-30;20257;2.02.04;2017-12-31;;14887000.0;15195000.0
2018-06-30;20257;2.03.01;2017-12-31;;3042035000.0;3042035000.0
2018-06-30;20257;2.03.02;2017-12-31;;594507000.0;594507000.0
2018-06-30;20257;2.03.04;2017-12-31;;711010000.0;551685000.0
2018-06-30;20257;3.01;;2017-06-30;169271000.0;351238000.0
2018-06-30;20257;3.02;;2017-06-30;-25695000.0;-47740000.0
2018-06-30;20257;3.03;;2017-06-30;143576000.0;303498000.0
2018-06-30;20257;3.04;;2017-06-30;-25992000.0;40986000.0
2018-06-30;20257;3.05;;2017-06-30;117584000.0;344484000.0
2018-06-30;20257;3.06;;2017-06-30;-53062000.0;-54713000.0
2018-06-30;20257;3.07;;2017-06-30;64522000.0;289771000.0
2018-06-30;20257;3.08;;2017-06-30;7512000.0;-30520000.0
2018-06-30;20257;3.09;;2017-06-30;72034000.0;259251000.0
2018-06-30;20257;3.11;;2017-06-30;72034000.0;259251000.0
2018-06-30;20257;5.01;;2017-06-30;4307588000.0;
2018-06-30;20257;5.03;;2017-06-30;4307588000.0;
2018-06-30;20257;5.07;;2017-06-30;4228113000.0;
2018-06-30;20257;6.01;;2017-06-30;721467000.0;647095000.0
2018-06-30;20257;6.02;;2017-06-30;-344906000.0;-154977000.0
2018-06-30;20257;6.03;;2017-06-30;-393547000.0;-436419000.0
2018-06-30;20257;6.05;;2017-06-30;-16986000.0;55699000.0
2018-06-30;20257;7.01;;2017-06-30;570163000.0;745738000.0
2018-06-30;20257;7.02;;2017-06-30;-59394000.0;-80830000.0
2018-06-30;20257;7.03;;2017-06-30;510769000.0;664908000.0
2018-06-30;20257;7.04.01;;2017-06-30;-1624000.0;-3081000.0
2018-06-30;20257;7.05;;2017-06-30;509145000.0;661827000.0
2018-06-30;20257;7.06;;2017-06-30;90153000.0;161801000.0
2018-06-30;20257;7.07;;2017-06-30;599298000.0;823628000.0
2018-06-30;20257;7.08;;2017-06-30;599298000.0;823628000.0
2018-09-30;2453;1.01;2017-12-31;;8537303000.0;9536516000.0
2018-09-30;2453;1.01.01;2017-12-31;;1030257000.0;1493383000.0
2018-09-30;2453;1.01.02;2017-12-31;;1058384000.0;571620000.0
2018-09-30;2453;1.01.03;2017-12-31;;4197303000.0;4210225000.0
2018-09-30;2453;1.01.04;2017-12-31;;38134000.0;30911000.0
2018-09-30;2453;1.02.01;2017-12-31;;11991823000.0;12401799000.0
2018-09-30;2453;1.02.02;2017-12-31;;7792225000.0;7637095000.0
2018-09-30;2453;1.02.03;2017-12-31;;2762310000.0;2409600000.0
2018-09-30;2453;1.02.04;2017-12-31;;11155928000.0;11198086000.0
2018-09-30;2453;2.01;2017-12-31;;8662284000.0;7875913000.0
2018-09-30;2453;2.01.02;2017-12-31;;2342757000.0;2444705000.0
2018-09-30;2453;2.01.03;2017-12-31;;819868000.0;502522000.0
2018-09-30;2453;2.01.04;2017-12-31;;2370551000.0;2392155000.0
2018-09-30;2453;2.01.05;2017-12-31;;2922017000.0;2295585000.0
