DT_REFER;CD_CVM;VL_CONTA_1.01;VL_CONTA_1.01.01;VL_CONTA_1.02.03;VL_CONTA_2.01;VL_CONTA_2.01.03;VL_CONTA_2.01.04;VL_CONTA_2.02.01;VL_CONTA_3.11;VL_CONTA_6.01;VL_CONTA_6.02;VL_CONTA_6.03;VL_CONTA_7.04.01;VL_CONTA_PENULTIMO_1.01;VL_CONTA_PENULTIMO_1.01.01;VL_CONTA_PENULTIMO_1.02.03;VL_CONTA_PENULTIMO_2.01;VL_CONTA_PENULTIMO_2.01.03;VL_CONTA_PENULTIMO_2.01.04;VL_CONTA_PENULTIMO_2.02.01;VL_CONTA_PENULTIMO_6.01;VL_CONTA_PENULTIMO_6.02;VL_CONTA_PENULTIMO_6.03;VL_CONTA_1.01_pred_arimax;VL_CONTA_1.01.01_pred_arimax;VL_CONTA_1.02.03_pred_arimax;VL_CONTA_2.01_pred_arimax;VL_CONTA_2.01.04_pred_arimax;VL_CONTA_2.02.01_pred_arimax;VL_CONTA_PENULTIMO_1.01_pred_arimax;VL_CONTA_PENULTIMO_1.01.01_pred_arimax;VL_CONTA_PENULTIMO_1.02.03_pred_arimax;VL_CONTA_PENULTIMO_2.01_pred_arimax;VL_CONTA_PENULTIMO_2.01.04_pred_arimax;VL_CONTA_PENULTIMO_2.02.01_pred_arimax;VL_CONTA_3.11_pred_arimax;VL_CONTA_7.04.01_pred_arimax;FCFE
2014-10-20;20257.0;433231054.94505495;269773340.6593406;-3252549.4505494507;326331318.6813187;94785824.17582418;329564538.46153843;-154868549.45054945;465127813.1868132;-873549571.4285715;-130875087.91208792;-135003065.93406594;-1005824.1758241758;-118901.0989010989;-2119450.5494505498;4953659.340659341;-38000329.67032968;135384.61538461538;-36961978.02197802;-20397252.747252747;-35125263.73626374;-214018945.05494505;-896044901.0989012;434271269.49797887;271641811.72303605;-3253543.986742533;326245620.0397549;329463938.388335;-154881439.90527883;-118825.76333019642;-2118184.243475942;4954082.259739279;-37976150.60882059;-36938414.35180578;-20371657.73460688;465857366.3336681;-1005984.482032749;20986076.923076928
2014-10-21;20257.0;430487807.6923077;265724807.6923077;-3191576.923076923;323157384.61538464;94267115.3846154;327137115.38461536;-153970576.92307693;463503153.84615386;-878451500.0;-132564692.3076923;-127847269.23076922;-1002115.3846153846;-124846.15384615384;-2225423.076923077;4931192.307692308;-39900346.15384615;142153.84615384616;-38810076.92307693;-21417115.384615384;-40312576.92307693;-214091192.30769232;-890293346.1538461;431591699.0490243;267604456.51869676;-3192571.459270006;323073011.5920395;327037543.4406598;-153983467.37780634;-124770.81827525135;-2224156.77094847;4931615.226772246;-39876167.09233708;-38786513.25290468;-21391027.438221894;464250906.2210426;-1002275.6908239578;20589230.769230753
2014-10-22;20257.0;427744560.4395604;261676274.72527477;-3130604.395604396;319983450.5494505;93748406.5934066;324709692.3076923;-153072604.3956044;461878494.5054945;-883353428.5714285;-134254296.7032967;-120691472.52747253;-998406.5934065934;-130791.2087912088;-2331395.6043956047;4908725.274725275;-41800362.63736264;148923.07692307694;-40658175.82417583;-22436978.02197802;-45499890.1098901;-214163439.5604396;-884541791.2087913;428885166.6769236;263574018.3349893;-3131598.931797478;319900403.14432424;324611148.49298483;-153085494.85033378;-130715.87322030633;-2330129.2984209964;4909148.193805213;-41776183.57585355;-40634612.15400359;-22410397.14183692;462644899.2101156;-998566.8996151666;20192384.61538455
2014-10-23;20257.0;425001313.1868132;257627741.75824177;-3069631.868131868;316809516.48351645;93229697.8021978;322282269.2307692;-152174631.86813188;460253835.1648352;-888255357.1428572;-135943901.0989011;-113535675.82417583;-994697.8021978022;-136736.26373626373;-2437368.131868132;4886258.241758242;-43700379.12087912;155692.3076923077;-42506274.72527473;-23456840.659340657;-50687203.296703294;-214235686.8131868;-878790236.2637362;426142672.34731686;259539007.94586164;-3070626.40432495;316727794.6966087;322184753.54530966;-152187522.32286125;-136660.92816536126;-2436101.825893525;4886681.16083818;-43676200.05937003;-42482711.05510249;-23429766.845451936;461029807.83601767;-994858.1084063754;19795538.461538523
2014-10-24;20257.0;422258065.93406594;253579208.7912088;-3008659.340659341;313635582.4175824;92710989.010989;319854846.15384614;-151276659.34065935;458629175.82417583;-893157285.7142857;-137633505.4945055;-106379879.12087911;-990989.010989011;-142681.3186813187;-2543340.65934066;4863791.208791208;-45600395.604395606;162461.53846153847;-44354373.62637363;-24476703.29670329;-55874516.48351648;-214307934.0659341;-873038681.3186814;423358028.9053761;255490369.3030302;-3009653.876852423;313555186.24889344;319758358.5976346;-151289549.79538873;-142605.9831104162;-2542074.353366052;4864214.127871147;-45576216.542886525;-44330809.95620139;-24449136.549066965;459399213.4365628;-991149.3171975842;19398692.30769226
2014-10-25;20257.0;419514818.6813187;249530675.82417583;-2947686.813186813;310461648.35164833;92192280.21978022;317427423.0769231;-150378686.81318682;457004516.48351645;-898059214.2857143;-139323109.8901099;-99224082.41758242;-987280.2197802196;-148626.37362637362;-2649313.186813187;4841324.175824176;-47500412.08791209;169230.76923076925;-46202472.527472526;-25496565.93406593;-61061829.67032968;-214380181.31868133;-867287126.3736264;420585589.0779324;251434876.104992;-2948681.349379896;310382577.80117804;317331963.6499595;-150391577.2679162;-148551.03805547117;-2648046.8808385795;4841747.094904113;-47476233.02640301;-46178908.85730028;-25468506.252681985;457764572.7706863;-987440.5259887932;19001846.153846145
2014-10-26;20257.0;416771571.42857146;245482142.85714287;-2886714.285714285;307287714.28571427;91673571.42857143;315000000.0;-149480714.2857143;455379857.14285713;-902961142.8571428;-141012714.28571427;-92068285.7142857;-983571.4285714286;-154571.42857142858;-2755285.7142857146;4818857.142857143;-49400428.571428575;176000.0;-48050571.42857143;-26516428.57142857;-66249142.85714287;-214452428.57142857;-861535571.4285715;417838577.07535535;247379586.37540108;-2887708.821907368;307209969.3534628;314905568.70228434;-149493604.74044368;-154496.09300052605;-2754019.4083111067;4819280.061937082;-49376249.50991949;-48027007.75839919;-26487875.95629701;456133634.1793416;-983731.7347800016;18604999.99999997
2014-10-27;20257.0;414028324.17582417;241433609.8901099;-2825741.758241758;304113780.2197802;91154862.63736264;312572576.9230769;-148582741.75824177;453755197.8021978;-907863071.4285716;-142702318.68131867;-84912489.01098901;-979862.6373626372;-160516.4835164835;-2861258.241758242;4796390.10989011;-51300445.05494506;182769.2307692308;-49898670.32967033;-27536291.208791208;-71436456.04395604;-214524675.82417583;-855784016.4835165;415107868.4798495;243328028.6250655;-2826736.29443484;304037360.9057475;312479173.7546092;-148595632.21297115;-160441.14794558106;-2859991.935783635;4796813.028970048;-51276265.99343598;-49875106.6594981;-27507245.659912027;454508309.9947014;-980022.9435712108;18208153.846153915
2014-10-28;20257.0;411285076.9230769;237385076.92307693;-2764769.230769231;300939846.15384614;90636153.84615384;310145153.84615386;-147684769.23076922;452130538.4615384;-912765000.0;-144391923.07692307;-77756692.30769232;-976153.846153846;-166461.53846153847;-2967230.769230769;4773923.076923077;-53200461.538461536;189538.4615384616;-51746769.23076923;-28556153.846153844;-76623769.23076922;-214596923.07692307;-850032461.5384616;412380877.8515676;239280471.5769408;-2765763.7669623136;300864752.45803213;310052778.80693424;-147697659.68549865;-166386.20289063596;-2965964.463256161;4774345.996003015;-53176282.47695246;-51723205.56059699;-28526615.36352705;452886983.5989348;-976314.1523624192;17811307.69230759
2014-10-29;20257.0;408541829.6703297;233336543.956044;-2703796.7032967038;297765912.0879121;90117445.05494504;307717730.7692308;-146786796.7032967;450505879.1208791;-917666928.5714284;-146081527.47252747;-70600895.6043956;-972445.0549450548;-172406.5934065934;-3073203.2967032967;4751456.043956044;-55100478.02197802;196307.6923076923;-53594868.13186813;-29576016.48351648;-81811082.41758242;-214669170.32967037;-844280906.5934067;409648039.2096854;235235095.91010785;-2704791.2394897863;297692144.0103167;307626383.859259;-146799687.15802604;-172331.25783569095;-3071936.99072869;4751878.963035982;-55076298.96046893;-53571304.461695895;-29545985.067142066;451266636.6543016;-972605.361153628;17414461.538461506
2014-10-30;20257.0;405798582.4175824;229288010.989011;-2642824.175824176;294591978.021978;89598736.26373626;305290307.6923077;-145888824.17582417;448881219.7802198;-922568857.1428572;-147771131.86813188;-63445098.90109891;-968736.2637362636;-178351.64835164836;-3179175.8241758244;4728989.010989011;-57000494.505494505;203076.9230769231;-55442967.03296704;-30595879.12087912;-86998395.6043956;-214741417.5824176;-838529351.6483517;406901149.62108105;231188882.5219888;-2643818.712017258;294519535.5626014;305199988.911584;-145901714.63055357;-178276.31278074582;-3177909.5182012166;4729411.930068949;-56976315.44398542;-55419403.3627948;-30565354.770757087;449643747.9476984;-968896.5699448368;17017615.38461542
2014-10-31;20257.0;403055335.1648352;225239478.021978;-2581851.6483516484;291418043.956044;89080027.47252747;302862884.6153846;-144990851.64835164;447256560.4395604;-927470785.7142856;-149460736.26373625;-56289302.197802186;-965027.4725274724;-184296.7032967033;-3285148.351648352;4706521.978021978;-58900510.98901099;209846.15384615384;-57291065.93406594;-31615741.75824176;-92185708.7912088;-214813664.83516484;-832777796.7032967;404148773.6882523;227140824.5213051;-2582846.18454473;291346927.11488605;302773593.9639089;-145003742.10308102;-184221.36772580084;-3283882.0456737443;4706944.897101916;-58876331.92750191;-57267502.2638937;-31584724.47437212;448018273.363341;-965187.7787360456;16620769.230769277
2014-11-01;20257.0;400312087.9120879;221190945.05494505;-2520879.120879121;288244109.8901099;88561318.68131869;300435461.5384616;-144092879.1208791;445631901.0989011;-932372714.2857144;-151150340.65934065;-49133505.494505495;-961318.6813186812;-190241.75824175825;-3391120.87912088;4684054.945054945;-60800527.472527474;216615.38461538465;-59139164.83516484;-32635604.395604394;-97373021.97802198;-214885912.08791208;-827026241.7582418;401399122.7584375;223091438.87768212;-2521873.657072204;288174318.66717064;300347199.0162336;-144105769.5756085;-190166.4226708557;-3389854.5731462715;4684477.864134884;-60776348.4110184;-59115601.1649926;-32604094.177987136;446391767.9631445;-961478.9875272546;16223923.076922923
2014-11-02;20257.0;397568840.6593407;217142412.08791208;-2459906.5934065934;285070175.82417583;88042609.8901099;298008038.46153843;-143194906.5934066;444007241.7582418;-937274642.8571428;-152839945.05494505;-41977708.7912088;-957609.89010989;-196186.8131868132;-3497093.406593407;4661587.912087912;-62700543.95604396;223384.6153846154;-60987263.73626374;-33655467.03296703;-102560335.16483516;-214958159.34065932;-821274686.8131869;398654908.7482157;219041732.8241689;-2460901.1295996765;285001710.21945536;297920804.0685587;-143207797.04813597;-196111.47761591076;-3495827.1006188;4662010.831167849;-62676364.89453487;-60963700.06609149;-33623463.88160215;444765688.0155816;-957770.1963184632;15827076.923076987
2014-11-03;20257.0;394825593.40659344;213093879.1208791;-2398934.0659340657;281896241.7582418;87523901.0989011;295580615.38461536;-142296934.06593406;442382582.4175824;-942176571.4285716;-154529549.45054945;-34821912.08791208;-953901.098901099;-202131.86813186813;-3603065.9340659343;4639120.879120879;-64600560.43956044;230153.84615384616;-62835362.63736264;-34675329.67032967;-107747648.35164836;-215030406.5934066;-815523131.8681319;395914879.0978657;214992501.39746547;-2399928.602127148;281829101.77174;295494409.12088346;-142309824.52066344;-202056.5325609657;-3601799.628091327;4639543.798200818;-64576381.37805136;-62811798.9671904;-34642833.58521718;443140717.3874925;-954061.405109672;15430230.769230813
2014-11-04;20257.0;392082346.1538461;209045346.1538461;-2337961.5384615385;278722307.6923077;87005192.3076923;293153192.3076923;-141398961.53846154;440757923.0769231;-947078500.0;-156219153.84615386;-27666115.38461539;-950192.3076923076;-208076.9230769231;-3709038.461538462;4616653.846153846;-66500576.92307693;236923.0769230769;-64683461.53846154;-35695192.307692304;-112934961.53846154;-215102653.84615383;-809771576.9230769;393176117.09334654;210944015.7199006;-2338956.0746546206;278656493.3240246;293068014.1732085;-141411851.9931909;-208001.5875060206;-3707772.155563854;4617076.765233784;-66476397.86156785;-64659897.8682893;-35662203.2888322;441516728.3512738;-950352.6139008808;15033384.61538452
2014-11-05;20257.0;389339098.9010989;204996813.1868132;-2276989.010989011;275548373.62637365;86486483.51648352;290725769.2307692;-140500989.010989;439133263.73626375;-951980428.5714284;-157908758.24175823;-20510318.68131867;-946483.5164835164;-214021.978021978;-3815010.989010989;4594186.813186813;-68400593.40659341;243692.3076923077;-66531560.43956044;-36715054.94505494;-118122274.72527474;-215174901.0989011;-804020021.978022;390434727.67146415;206895932.53744015;-2277983.547182094;275483884.8763092;290641619.22553325;-140513879.4657184;-213946.6424510756;-3813744.6830363823;4594609.732266751;-68376414.34508432;-66507996.76938821;-36681572.99244722;439892897.43458194;-946643.8226920896;14636538.461538404
2014-11-06;20257.0;386595851.64835167;200948280.2197802;-2216016.483516484;272374439.5604396;85967774.72527473;288298346.15384614;-139603016.48351648;437508604.3956044;-956882357.1428572;-159598362.63736263;-13354521.97802198;-942774.7252747254;-219967.03296703295;-3920983.516483517;4571719.78021978;-70300609.8901099;250461.53846153847;-68379659.34065935;-37734917.58241758;-123309587.91208792;-215247148.3516484;-798268467.0329671;387690444.3904986;202847817.87505916;-2217011.0197095657;272311276.42859393;288215224.2778582;-139615906.93824586;-219891.69739613048;-3919717.210508909;4572142.699299718;-70276430.82860082;-68356095.6704871;-37700942.69606224;438268646.43645096;-942935.0314832984;14239692.30769223
2014-11-07;20257.0;383852604.3956044;196899747.25274724;-2155043.956043956;269200505.4945055;85449065.93406594;285870923.0769231;-138705043.95604396;435883945.05494505;-961784285.7142856;-161287967.03296703;-6198725.274725258;-939065.934065934;-225912.0879120879;-4026956.043956044;4549252.747252747;-72200626.37362638;257230.76923076925;-70227758.24175824;-38754780.21978022;-128496901.0989011;-215319395.6043956;-792516912.0879121;384945059.2926189;198799443.12499663;-2156038.4922370384;269138667.98087853;285788829.3301831;-138717934.41077334;-225836.75234118543;-4025689.737981437;4549675.666332685;-72176447.3121173;-70204194.57158601;-38720312.39967726;436643893.9426424;-939226.2402745074;13842846.153846145
2014-11-08;20257.0;381109357.14285713;192851214.28571427;-2094071.4285714289;266026571.42857143;84930357.14285713;283443500.0;-137807071.42857143;434259285.7142857;-966686214.2857144;-162977571.42857143;957071.428571403;-935357.1428571428;-231857.14285714287;-4132928.571428572;4526785.714285715;-74100642.85714287;264000.0;-72075857.14285715;-39774642.85714286;-133684214.2857143;-215391642.85714287;-786765357.1428572;382200277.8800393;194750818.11143363;-2095065.9647645107;265966059.5331632;283362434.382508;-137819961.88330084;-231781.8072862404;-4131662.265453964;4527208.6333656525;-74076463.79563378;-72052293.4726849;-39739682.10329229;435018879.4220958;-935517.449065716;13445999.99999997
2014-11-09;20257.0;378366109.8901099;188802681.3186813;-2033098.901098901;262852637.36263737;84411648.35164836;281016076.9230769;-136909098.9010989;432634626.3736264;-971588142.8571428;-164667175.82417583;8112868.131868124;-931648.3516483516;-237802.1978021978;-4238901.0989011;4504318.681318682;-76000659.34065935;270769.23076923075;-73923956.04395604;-40794505.494505495;-138871527.47252747;-215463890.1098901;-781013802.1978022;379456844.6579066;190702091.7135892;-2034093.437291984;262793451.0854478;280936039.43483293;-136921989.3558283;-237726.86223129532;-4237634.792926492;4504741.60039862;-75976480.27915028;-73900392.37378381;-40759051.8069073;433393908.40001;-931808.6578569248;13049153.846153885
2014-11-10;20257.0;375622862.63736266;184754148.3516484;-1972126.3736263737;259678703.2967033;83892939.56043956;278588653.84615386;-136011126.37362638;431009967.03296703;-976490071.4285716;-166356780.2197802;15268664.835164843;-927939.5604395604;-243747.2527472528;-4344873.626373626;4481851.648351649;-77900675.82417582;277538.4615384616;-75772054.94505495;-41814368.13186813;-144058840.65934065;-215536137.36263737;-775262247.2527473;376714554.0348513;186653423.68734848;-1973120.909819456;259620842.6377324;278509644.4871578;-136024016.82835576;-243671.91717635025;-4343607.32039902;4482274.567431588;-77876496.76266675;-75748491.27488269;-41778421.51052233;431769169.741791;-928099.8666481336;12652307.69230768
2014-11-11;20257.0;372879615.3846154;180705615.3846154;-1911153.846153846;256504769.23076925;83374230.76923077;276161230.7692308;-135113153.84615386;429385307.6923077;-981392000.0;-168046384.6153846;22424461.53846157;-924230.7692307692;-249692.3076923077;-4450846.153846154;4459384.615384615;-79800692.3076923;284307.6923076923;-77620153.84615386;-42834230.76923077;-149246153.84615386;-215608384.6153846;-769510692.3076923;373972330.7643739;182604870.9289326;-1912148.3823469288;256448234.19001707;276083249.53948265;-135126044.30088323;-249616.9721214052;-4449579.847871545;4459807.534464554;-79776513.2461832;-77596590.17598163;-42797791.21413735;430144624.9329113;-924391.0754393424;12255461.538461566
2014-11-12;20257.0;370136368.1318681;176657082.41758242;-1850181.3186813188;253330835.1648352;82855521.97802198;273733807.6923077;-134215181.31868131;427760648.35164833;-986293928.5714284;-169735989.010989;29580258.241758227;-920521.978021978;-255637.36263736265;-4556818.681318682;4436917.582417582;-81700708.79120879;291076.92307692306;-79468252.74725275;-43854093.406593405;-154433467.03296703;-215680631.86813188;-763759137.3626374;371229461.059122;178556398.0015795;-1851175.854874401;253275625.74230176;273656854.59180754;-134228071.7734107;-255562.0270664601;-4555552.375344074;4437340.501497519;-81676529.72969972;-79444689.07708052;-43817160.91775237;428520128.70636654;-920682.2842305512;11858615.384615242
2014-11-13;20257.0;367393120.8791209;172608549.45054945;-1789208.791208791;250156901.0989011;82336813.18681319;271306384.6153846;-133317208.7912088;426135989.010989;-991195857.1428572;-171425593.40659338;36736054.94505495;-916813.1868131869;-261582.4175824176;-4662791.208791209;4414450.549450549;-83600725.27472527;297846.1538461539;-81316351.64835165;-44873956.04395604;-159620780.2197802;-215752879.1208791;-758007582.4175825;368485939.62689614;174507937.8760773;-1790203.327401874;250103017.2945864;271230459.6441325;-133330099.24593818;-261507.08201151516;-4661524.902816602;4414873.468530487;-83576546.21321619;-81292787.9781794;-44836530.62136739;426895563.8109003;-916973.49302176;11461769.230769217
2014-11-14;20257.0;364649873.6263737;168560016.48351648;-1728236.2637362638;246982967.03296703;81818104.3956044;268878961.5384616;-132419236.26373626;424511329.6703297;-996097785.7142856;-173115197.8021978;43891851.64835167;-913104.3956043957;-267527.47252747254;-4768763.736263736;4391983.516483516;-85500741.75824176;304615.3846153846;-83164450.54945055;-45893818.68131868;-164808093.4065934;-215825126.3736264;-752256027.4725275;365742162.70134825;170459442.558581;-1729230.799929346;246930408.846871;268804064.6964572;-132432126.71846564;-267452.13695657003;-4767497.43028913;4392406.435563454;-85476562.69673267;-83140886.87927833;-45855900.324982405;425270897.5912923;-913264.7018129688;11064923.076923043
2014-11-15;20257.0;361906626.3736264;164511483.51648352;-1667263.7362637362;243809032.96703297;81299395.6043956;266451538.4615385;-131521263.73626374;422886670.3296703;-1000999714.2857144;-174804802.1978022;51047648.35164833;-909395.6043956043;-273472.52747252746;-4874736.263736264;4369516.483516484;-87400758.24175824;311384.6153846154;-85012549.45054945;-46913681.31868132;-169995406.5934066;-215897373.6263736;-746504472.5274725;362998545.6569986;166410902.9392226;-1668258.272456819;243757800.39915568;266377669.74878237;-131534154.19099312;-273397.191901625;-4873469.957761656;4369939.402596422;-87376579.18024917;-84988985.7803772;-46875270.02859742;423646169.55827177;-909555.9106041776;10668076.923076957
2014-11-16;20257.0;359163379.1208791;160462950.54945055;-1606291.208791209;240635098.9010989;80780686.81318681;264024115.38461536;-130623291.2087912;421262010.989011;-1005901642.8571428;-176494406.5934066;58203445.05494505;-905686.8131868131;-279417.5824175824;-4980708.791208792;4347049.450549451;-89300774.72527473;318153.8461538462;-86860648.35164836;-47933543.95604395;-175182719.7802198;-215969620.8791209;-740752917.5824176;360255299.8705923;162362340.8879957;-1607285.744984291;240585191.9514403;263951274.80110717;-130636181.6635206;-279342.2468466799;-4979442.485234184;4347472.369629389;-89276595.66376564;-86837084.68147612;-47894639.73221246;422021446.1868068;-905847.1193953864;10271230.769230783
2014-11-17;20257.0;356420131.8681319;156414417.58241758;-1545318.6813186812;237461164.83516484;80261978.02197802;261596692.3076923;-129725318.68131869;419637351.64835167;-1010803571.4285716;-178184010.989011;65359241.75824177;-901978.021978022;-285362.6373626374;-5086681.318681319;4324582.417582418;-91200791.2087912;324923.07692307694;-88708747.25274725;-48953406.59340659;-180370032.96703297;-216041868.1318681;-735001362.6373627;357512296.3957266;158313782.8028699;-1546313.217511764;237412583.50372496;261524879.853432;-129738209.13604806;-285287.3017917348;-5085415.012706712;4325005.336662356;-91176612.14728212;-88685183.58257502;-48914009.43582748;420396765.7705932;-902138.328186595;9874384.615384698
2014-11-18;20257.0;353676884.61538464;152365884.6153846;-1484346.153846154;234287230.7692308;79743269.23076923;259169269.2307692;-128827346.15384614;418012692.3076923;-1015705500.0;-179873615.38461536;72515038.46153843;-898269.2307692308;-291307.6923076923;-5192653.846153847;4302115.384615385;-93100807.6923077;331692.3076923077;-90556846.15384616;-49973269.23076923;-185557346.1538461;-216114115.3846154;-729249807.6923077;354769287.0016793;154265241.9215327;-1485340.690039236;234239975.0560096;259098484.9057569;-128840236.60857554;-291232.3567367899;-5191387.540179238;4302538.303695324;-93076628.63079862;-90533282.48367392;-49933379.1394425;418772125.1410146;-898429.5369778039;9477538.461538434
2014-11-19;20257.0;350933637.3626374;148317351.64835164;-1423373.6263736263;231113296.70329672;79224560.43956044;256741846.1538461;-127929373.62637362;416388032.96703297;-1020607428.5714284;-181563219.7802198;79670835.16483516;-894560.4395604396;-297252.74725274724;-5298626.373626374;4279648.351648351;-95000824.17582418;338461.5384615385;-92404945.05494504;-50993131.86813187;-190744659.34065932;-216186362.63736263;-723498252.7472527;352026120.2200664;150216716.09777972;-1424368.162566709;231067366.60829425;256672089.9580818;-127942264.081103;-297177.41168184474;-5297360.067651768;4280071.27072829;-94976645.1143151;-92381381.38477282;-50952748.843057536;417147498.1464509;-894720.7457690127;9080692.307692468
2014-11-20;20257.0;348190390.1098901;144268818.68131867;-1362401.098901099;227939362.63736263;78705851.64835165;254314423.07692307;-127031401.0989011;414763373.6263737;-1025509357.1428572;-183252824.17582417;86826631.86813188;-890851.6483516484;-303197.80219780223;-5404598.901098901;4257181.318681318;-96900840.65934066;345230.76923076925;-94253043.95604396;-52012994.505494505;-195931972.52747253;-216258609.8901099;-717746697.8021978;349282797.0595135;146168195.16749877;-1363395.635094181;227894758.16057888;254245695.01040667;-127044291.55363049;-303122.4666268997;-5403332.595124293;4257604.237761255;-96876661.59783158;-94229480.2858717;-51972118.54667255;415522859.92473;-891011.9545602215;8683846.153846264
2014-11-21;20257.0;345447142.85714287;140220285.7142857;-1301428.5714285714;224765428.5714286;78187142.85714287;251887000.0;-126133428.57142857;413138714.2857143;-1030411285.7142856;-184942428.57142857;93982428.5714286;-887142.8571428572;-309142.8571428572;-5510571.428571429;4234714.285714285;-98800857.14285716;352000.0;-96101142.85714288;-53032857.14285714;-201119285.71428573;-216330857.14285716;-711995142.8571429;346539415.509006;142119669.94509554;-1302423.1076216544;224722149.71286356;251819300.06273165;-126146319.02615796;-309067.5215719547;-5509305.122596822;4235137.204794223;-98776678.08134808;-96077579.18697064;-52991488.25028756;413898201.2087241;-887303.1633514303;8287000.0
2014-11-22;20257.0;342703895.6043956;136171752.74725273;-1240456.043956044;221591494.5054945;77668434.06593406;249459576.92307693;-125235456.04395604;411514054.94505495;-1035313214.2857144;-186632032.96703297;101138225.27472526;-883434.065934066;-315087.9120879121;-5616543.956043957;4212247.252747253;-100700873.62637363;358769.2307692308;-97949241.75824176;-54052719.78021978;-206306598.9010989;-216403104.3956044;-706243587.9120879;343796086.5687738;138071137.52644;-1241450.580149126;221549541.26514825;249392905.1150565;-125248346.49868542;-315012.5765170096;-5615277.650069349;4212670.171827191;-100676694.56486456;-97925678.08806951;-54010857.95390259;412273529.1900583;-883594.3721426391;7890153.846153915
2014-11-23;20257.0;339960648.35164833;132123219.78021976;-1179483.5164835164;218417560.43956044;77149725.27472527;247032153.84615383;-124337483.51648352;409889395.6043956;-1040215142.8571428;-188321637.3626373;108294021.97802198;-879725.2747252748;-321032.967032967;-5722516.483516484;4189780.21978022;-102600890.10989012;365538.4615384616;-99797340.65934066;-55072582.417582415;-211493912.08791208;-216475351.64835164;-700492032.9670329;341052847.24952805;134022600.47703569;-1180478.0526765997;218376932.8174328;246966510.16738135;-124350373.97121292;-320957.6314620646;-5721250.177541877;4190203.1388601577;-102576711.04838105;-99773776.9891684;-55030227.657517605;410648856.7171966;-879885.580933848;7493307.692307711
2014-11-24;20257.0;337217401.0989011;128074686.8131868;-1118510.9890109892;215243626.3736264;76631016.48351648;244604730.7692308;-123439510.989011;408264736.26373625;-1045117071.4285716;-190011241.75824177;115449818.6813187;-876016.4835164836;-326978.021978022;-5828489.010989011;4167313.186813187;-104500906.5934066;372307.6923076923;-101645439.56043956;-56092445.05494505;-216681225.2747253;-216547598.9010989;-694740478.021978;338309661.1085584;129974063.06505585;-1119505.525204071;215204324.36971748;244540115.21970636;-123452401.44374035;-326902.68640711944;-5827222.705014402;4167736.105893125;-104476727.53189752;-101621875.89026734;-56049597.36113262;409024192.0685015;-876176.7897250567;7096461.538461387
2014-11-25;20257.0;334474153.84615386;124026153.84615386;-1057538.4615384615;212069692.30769232;76112307.6923077;242177307.69230768;-122541538.46153846;406640076.9230769;-1050019000.0;-191700846.1538461;122605615.38461536;-872307.6923076923;-332923.07692307694;-5934461.538461539;4144846.153846154;-106400923.07692309;379076.9230769231;-103493538.46153846;-57112307.69230769;-221868538.46153843;-216619846.1538461;-688988923.0769231;335566470.22976655;125925528.07499662;-1058532.9977315443;212031715.9220021;242113720.2720312;-122554428.91626784;-332847.7413521745;-5933195.232486932;4145269.072926092;-106376744.015414;-103469974.79136623;-57068967.06474765;407399535.65376097;-872467.9985162655;6699615.384615362
2014-11-26;20257.0;331730906.5934066;119977620.87912089;-996565.9340659344;208895758.24175823;75593598.9010989;239749884.6153846;-121643565.93406594;405015417.5824176;-1054920928.5714284;-193390450.54945052;129761412.08791208;-868598.9010989012;-338868.13186813187;-6040434.065934067;4122379.120879121;-108300939.56043956;385846.1538461539;-105341637.36263736;-58132170.329670325;-227055851.64835167;-216692093.4065934;-683237368.1318681;332823239.5283095;121876995.75837326;-997560.4702590164;208859107.4742868;239687325.324356;-121656456.38879532;-338792.7962972294;-6039167.759959459;4122802.039959059;-108276760.49893044;-105318073.69246513;-58088336.768362656;405774882.675146;-868759.2073074741;6302769.230769277
2014-11-27;20257.0;328987659.3406594;115929087.91208792;-935593.4065934066;205721824.1758242;75074890.1098901;237322461.53846157;-120745593.4065934;403390758.2417582;-1059822857.1428572;-195080054.94505492;136917208.7912088;-864890.1098901099;-344813.1868131868;-6146406.593406593;4099912.087912088;-110200956.04395604;392615.3846153846;-107189736.26373626;-59152032.96703296;-232243164.83516484;-216764340.65934065;-677485813.1868132;330079970.5435996;117828464.65867531;-936587.9427864896;205686499.02657145;237260930.37668097;-120758483.8613228;-344737.8512422843;-6145140.287431987;4100335.006992026;-110176776.98244695;-107166172.59356403;-59107706.47197768;404150227.8893789;-865050.4160986833;5905923.076923013
2014-11-28;20257.0;326244412.0879121;111880554.94505496;-874620.8791208793;202547890.10989013;74556181.31868131;234895038.4615385;-119847620.87912089;401766098.9010989;-1064724785.7142856;-196769659.3406593;144073005.4945055;-861181.3186813187;-350758.2417582418;-6252379.120879121;4077445.054945055;-112100972.52747253;399384.6153846154;-109037835.16483516;-60171895.604395606;-237430478.021978;-216836587.91208792;-671734258.2417583;327336690.64916795;113779933.17561536;-875615.4153139612;202513890.57885605;234834535.42900583;-119860511.33385026;-350682.9061873393;-6251112.814904513;4077867.974024994;-112076793.46596344;-109014271.49466293;-60127076.1755927;402525569.1218521;-861341.6248898917;5509076.923076808
