DT_REFER;CD_CVM;DT_FIM_EXERC_PENULTIMO_BP;DT_FIM_EXERC_PENULTIMO;DT_FIM_EXERC;VL_CONTA_PENULTIMO_1.01;VL_CONTA_PENULTIMO_1.01.01;VL_CONTA_PENULTIMO_1.02.03;VL_CONTA_PENULTIMO_2.01;VL_CONTA_PENULTIMO_2.01.04;VL_CONTA_PENULTIMO_2.02.01;VL_CONTA_PENULTIMO_3.11;VL_CONTA_PENULTIMO_7.04.01;VL_CONTA_1.01;VL_CONTA_1.01.01;VL_CONTA_1.02.03;VL_CONTA_2.01;VL_CONTA_2.01.04;VL_CONTA_2.02.01;VL_CONTA_3.11;VL_CONTA_7.04.01;LUCRO_LIQUIDO_PERIODO;IMOBILIZADO_NO_PERIODO_ANTERIOR;IMOBILIZADO_NO_PERIODO;IMOBILIZADO;DEPRECIACAO_AMORTIZACAO_E_EXAUSTAO_DA_DVA;ATIVO_CIRCULANTE_NO_PERIODO_ANTERIOR;ATIVO_CIRCULANTE_NO_PERIODO;ATIVO_CIRCULANTE;CAIXA_E_EQUIVALENTES_DE_CAIXA_NO_PERIODO_ANTERIOR;CAIXA_E_EQUIVALENTES_DE_CAIXA_NO_PERIODO;CAIXA_E_EQUIVALENTES_DE_CAIXA;EMPRESTIMOS_E_FINANCIAMENTOS_CIRCULANTES_NO_PERIODO_ANTERIOR;EMPRESTIMOS_E_FINANCIAMENTOS_CIRCULANTES_NO_PERIODO;EMPRESTIMOS_E_FINANCIAMENTOS_CIRCULANTES;PASSIVO_CIRCULANTE_NO_PERIODO_ANTERIOR;PASSIVO_CIRCULANTE_NO_PERIODO;PASSIVO_CIRCULANTE;EMPRESTIMOS_E_FINANCIAMENTOS_NAO_CIRCULANTES_NO_PERIODO_ANTERIOR;EMPRESTIMOS_E_FINANCIAMENTOS_NAO_CIRCULANTES_NO_PERIODO;EMPRESTIMOS_E_FINANCIAMENTOS_NAO_CIRCULANTES;FCFE
2014-03-31;20257;2013-12-31;2013-03-31;2014-03-31;1788028000.0;121140000.0;22861000.0;1097570000.0;942160000.0;3425203000.0;171146000.0;-439000.0;2107394000.0;212137000.0;23319000.0;1213914000.0;1029046000.0;3487784000.0;111506000.0;-386000.0;111506000.0;22861000.0;23319000.0;-458000.0;-386000.0;1788028000.0;2107394000.0;-319366000.0;121140000.0;212137000.0;-90997000.0;1097570000.0;1213914000.0;-116344000.0;942160000.0;1029046000.0;-86886000.0;3425203000.0;3487784000.0;-62581000.0;108301000.0
2014-03-31;21237;2013-12-31;2013-03-31;2014-03-31;747842000.0;277582000.0;6819454000.0;2978859000.0;2408254000.0;3807617000.0;-257061000.0;-17895000.0;639159000.0;96802000.0;6836644000.0;3052427000.0;2478265000.0;3626122000.0;-70566000.0;-48711000.0;-70566000.0;6819454000.0;6836644000.0;-17190000.0;-48711000.0;747842000.0;639159000.0;108683000.0;277582000.0;96802000.0;180780000.0;2978859000.0;3052427000.0;-73568000.0;2408254000.0;2478265000.0;-70011000.0;3807617000.0;3626122000.0;181495000.0;-174284000.0
2014-06-30;2437;2013-12-31;2013-06-30;2014-06-30;39079833000.0;4477384000.0;30038514000.0;25734736000.0;2164165000.0;32604028000.0;168752000.0;-710815000.0;26848604000.0;3057267000.0;30274168000.0;21800994000.0;3321163000.0;31759662000.0;-99992000.0;-775048000.0;-99992000.0;30038514000.0;30274168000.0;-235654000.0;-775048000.0;39079833000.0;26848604000.0;12231229000.0;4477384000.0;3057267000.0;1420117000.0;25734736000.0;21800994000.0;3933742000.0;2164165000.0;3321163000.0;-1156998000.0;32604028000.0;31759662000.0;844366000.0;-8098003000.0
2014-06-30;2453;2013-12-31;2013-06-30;2014-06-30;6668783000.0;2201827000.0;5817455000.0;5921641000.0;2237766000.0;7219598000.0;617238000.0;-387125000.0;7354716000.0;1988777000.0;5697763000.0;8725365000.0;4456947000.0;7096882000.0;740874000.0;-384524000.0;740874000.0;5817455000.0;5697763000.0;119692000.0;-384524000.0;6668783000.0;7354716000.0;-685933000.0;2201827000.0;1988777000.0;213050000.0;5921641000.0;8725365000.0;-2803724000.0;2237766000.0;4456947000.0;-2219181000.0;7219598000.0;7096882000.0;122716000.0;-3796930000.0
2014-06-30;18660;2013-12-31;2013-06-30;2014-06-30;7264323000.0;4206422000.0;7717419000.0;4905531000.0;1837462000.0;15183936000.0;-134068000.0;-377504000.0;8572543000.0;4740672000.0;7731505000.0;6858948000.0;3554516000.0;14967574000.0;145295000.0;-418609000.0;145295000.0;7717419000.0;7731505000.0;-14086000.0;-418609000.0;7264323000.0;8572543000.0;-1308220000.0;4206422000.0;4740672000.0;-534250000.0;4905531000.0;6858948000.0;-1953417000.0;1837462000.0;3554516000.0;-1717054000.0;15183936000.0;14967574000.0;216362000.0;-3906341000.0
2014-06-30;20257;2013-12-31;2013-06-30;2014-06-30;1788028000.0;121140000.0;22861000.0;1097570000.0;942160000.0;3425203000.0;102403000.0;-855000.0;1856289000.0;75352000.0;24119000.0;894663000.0;691797000.0;3566155000.0;80081000.0;-735000.0;80081000.0;22861000.0;24119000.0;-1258000.0;-735000.0;1788028000.0;1856289000.0;-68261000.0;121140000.0;75352000.0;45788000.0;1097570000.0;894663000.0;202907000.0;942160000.0;691797000.0;250363000.0;3425203000.0;3566155000.0;-140952000.0;834663000.0
2014-06-30;21237;2013-12-31;2013-06-30;2014-06-30;747842000.0;277582000.0;6819454000.0;2978859000.0;2408254000.0;3807617000.0;-233488000.0;-44519000.0;743720000.0;87773000.0;5004608000.0;3659090000.0;3143222000.0;1948318000.0;-110444000.0;-96454000.0;-110444000.0;6819454000.0;5004608000.0;1814846000.0;-96454000.0;747842000.0;743720000.0;4122000.0;277582000.0;87773000.0;189809000.0;2978859000.0;3659090000.0;-680231000.0;2408254000.0;3143222000.0;-734968000.0;3807617000.0;1948318000.0;1859299000.0;-4920746000.0
2014-09-30;2437;2013-12-31;2013-09-30;2014-09-30;39079833000.0;4477384000.0;30038514000.0;25734736000.0;2164165000.0;32604028000.0;-917971000.0;-1083356000.0;30486456000.0;3845597000.0;30638166000.0;26648242000.0;3988849000.0;34918048000.0;-2742523000.0;-1168910000.0;-2742523000.0;30038514000.0;30638166000.0;-599652000.0;-1168910000.0;39079833000.0;30486456000.0;8593377000.0;4477384000.0;3845597000.0;631787000.0;25734736000.0;26648242000.0;-913506000.0;2164165000.0;3988849000.0;-1824684000.0;32604028000.0;34918048000.0;-2314020000.0;-11065754000.0
2014-09-30;2453;2013-12-31;2013-09-30;2014-09-30;6668783000.0;2201827000.0;5817455000.0;5921641000.0;2237766000.0;7219598000.0;788841000.0;-573714000.0;6066789000.0;1326744000.0;5640273000.0;7806127000.0;4697841000.0;7107882000.0;29056000.0;-587488000.0;29056000.0;5817455000.0;5640273000.0;177182000.0;-587488000.0;6668783000.0;6066789000.0;601994000.0;2201827000.0;1326744000.0;875083000.0;5921641000.0;7806127000.0;-1884486000.0;2237766000.0;4697841000.0;-2460075000.0;7219598000.0;7107882000.0;111716000.0;-4043719000.0
2014-09-30;18660;2013-12-31;2013-09-30;2014-09-30;7264323000.0;4206422000.0;7717419000.0;4905531000.0;1837462000.0;15183936000.0;354945000.0;-567526000.0;8306084000.0;4000285000.0;7707297000.0;7016565000.0;3245298000.0;14590870000.0;97131000.0;-632159000.0;97131000.0;7717419000.0;7707297000.0;10122000.0;-632159000.0;7264323000.0;8306084000.0;-1041761000.0;4206422000.0;4000285000.0;206137000.0;4905531000.0;7016565000.0;-2111034000.0;1837462000.0;3245298000.0;-1407836000.0;15183936000.0;14590870000.0;593066000.0;-3203051000.0
2014-09-30;20257;2013-12-31;2013-09-30;2014-09-30;1788028000.0;121140000.0;22861000.0;1097570000.0;942160000.0;3425203000.0;477947000.0;-1369000.0;2344385000.0;289311000.0;20447000.0;965222000.0;732661000.0;3393327000.0;497621000.0;-1080000.0;497621000.0;22861000.0;20447000.0;2414000.0;-1080000.0;1788028000.0;2344385000.0;-556357000.0;121140000.0;289311000.0;-168171000.0;1097570000.0;965222000.0;132348000.0;942160000.0;732661000.0;209499000.0;3425203000.0;3393327000.0;31876000.0;1024113000.0
2014-09-30;21237;2013-12-31;2013-09-30;2014-09-30;747842000.0;277582000.0;6819454000.0;2978859000.0;2408254000.0;3807617000.0;-172705000.0;-89871000.0;673151000.0;207337000.0;4971071000.0;3488272000.0;3146436000.0;1903318000.0;29102000.0;-132696000.0;29102000.0;6819454000.0;4971071000.0;1848383000.0;-132696000.0;747842000.0;673151000.0;74691000.0;277582000.0;207337000.0;70245000.0;2978859000.0;3488272000.0;-509413000.0;2408254000.0;3146436000.0;-738182000.0;3807617000.0;1903318000.0;1904299000.0;-5038072000.0
2015-03-31;2437;2014-12-31;2014-03-31;2015-03-31;30551193000.0;3150603000.0;31168232000.0;19284008000.0;5331770000.0;36293939000.0;1040809000.0;-383685000.0;34450167000.0;2879958000.0;31792445000.0;22083808000.0;5869274000.0;39775033000.0;1113611000.0;-463078000.0;1113611000.0;31168232000.0;31792445000.0;-624213000.0;-463078000.0;30551193000.0;34450167000.0;-3898974000.0;3150603000.0;2879958000.0;270645000.0;19284008000.0;22083808000.0;-2799800000.0;5331770000.0;5869274000.0;-537504000.0;36293939000.0;39775033000.0;-3481094000.0;5858800000.0
2015-03-31;2453;2014-12-31;2014-03-31;2015-03-31;6554378000.0;887143000.0;5543620000.0;10123317000.0;5290655000.0;8218083000.0;1250089000.0;-182033000.0;12668574000.0;617572000.0;4834708000.0;9804767000.0;4605114000.0;8450711000.0;1484627000.0;-247121000.0;1484627000.0;5543620000.0;4834708000.0;708912000.0;-247121000.0;6554378000.0;12668574000.0;-6114196000.0;887143000.0;617572000.0;269571000.0;10123317000.0;9804767000.0;318550000.0;5290655000.0;4605114000.0;685541000.0;8218083000.0;8450711000.0;-232628000.0;8418651000.0
2015-03-31;18660;2014-12-31;2014-03-31;2015-03-31;9214704000.0;4357455000.0;8878064000.0;7417104000.0;3526208000.0;15623751000.0;174402000.0;-206955000.0;10032581000.0;4027798000.0;8921549000.0;7008909000.0;2848669000.0;17440437000.0;142310000.0;-229600000.0;142310000.0;8878064000.0;8921549000.0;-43485000.0;-229600000.0;9214704000.0;10032581000.0;-817877000.0;4357455000.0;4027798000.0;329657000.0;7417104000.0;7008909000.0;408195000.0;3526208000.0;2848669000.0;677539000.0;15623751000.0;17440437000.0;-1816686000.0;4335806000.0
2015-03-31;20257;2014-12-31;2014-03-31;2015-03-31;1786946000.0;101853000.0;24175000.0;751767000.0;605806000.0;3239588000.0;111506000.0;-386000.0;2333210000.0;117181000.0;23400000.0;847935000.0;709847000.0;3383930000.0;201933000.0;-405000.0;201933000.0;24175000.0;23400000.0;775000.0;-405000.0;1786946000.0;2333210000.0;-546264000.0;101853000.0;117181000.0;-15328000.0;751767000.0;847935000.0;-96168000.0;605806000.0;709847000.0;-104041000.0;3239588000.0;3383930000.0;-144342000.0;660494000.0
2015-03-31;21237;2014-12-31;2014-03-31;2015-03-31;944708000.0;157319000.0;4423466000.0;3619910000.0;3289195000.0;1874502000.0;-70566000.0;-48711000.0;883090000.0;180941000.0;4401860000.0;3762912000.0;3429254000.0;1846139000.0;-127907000.0;-41989000.0;-127907000.0;4423466000.0;4401860000.0;21606000.0;-41989000.0;944708000.0;883090000.0;61618000.0;157319000.0;180941000.0;-23622000.0;3619910000.0;3762912000.0;-143002000.0;3289195000.0;3429254000.0;-140059000.0;1874502000.0;1846139000.0;28363000.0;-611788000.0
2015-06-30;2437;2014-12-31;2014-06-30;2015-06-30;30551193000.0;3150603000.0;31168232000.0;19284008000.0;5331770000.0;36293939000.0;-104053000.0;-780589000.0;31126437000.0;2152413000.0;32069507000.0;22287629000.0;5996980000.0;39646507000.0;-1404046000.0;-925625000.0;-1404046000.0;31168232000.0;32069507000.0;-901275000.0;-925625000.0;30551193000.0;31126437000.0;-575244000.0;3150603000.0;2152413000.0;998190000.0;19284008000.0;22287629000.0;-3003621000.0;5331770000.0;5996980000.0;-665210000.0;36293939000.0;39646507000.0;-3352568000.0;826965000.0
2015-06-30;2453;2014-12-31;2014-06-30;2015-06-30;6554378000.0;887143000.0;5543620000.0;10123317000.0;5290655000.0;8218083000.0;740874000.0;-384524000.0;13516391000.0;757015000.0;4764227000.0;9411443000.0;4746442000.0;8290532000.0;534264000.0;-428708000.0;534264000.0;5543620000.0;4764227000.0;779393000.0;-428708000.0;6554378000.0;13516391000.0;-6962013000.0;887143000.0;757015000.0;130128000.0;10123317000.0;9411443000.0;711874000.0;5290655000.0;4746442000.0;544213000.0;8218083000.0;8290532000.0;-72449000.0;7876968000.0
2015-06-30;18660;2014-12-31;2014-06-30;2015-06-30;9214704000.0;4357455000.0;8878064000.0;7417104000.0;3526208000.0;15623751000.0;145295000.0;-418609000.0;10173214000.0;3703730000.0;8929185000.0;7298746000.0;2303598000.0;17773408000.0;90240000.0;-470375000.0;90240000.0;8878064000.0;8929185000.0;-51121000.0;-470375000.0;9214704000.0;10173214000.0;-958510000.0;4357455000.0;3703730000.0;653725000.0;7417104000.0;7298746000.0;118358000.0;3526208000.0;2303598000.0;1222610000.0;15623751000.0;17773408000.0;-2149657000.0;5427571000.0
2015-06-30;20257;2014-12-31;2014-06-30;2015-06-30;1786946000.0;101853000.0;24175000.0;751767000.0;605806000.0;3239588000.0;80081000.0;-735000.0;2320501000.0;18645000.0;22743000.0;1225300000.0;1087827000.0;2930829000.0;240521000.0;-794000.0;240521000.0;24175000.0;22743000.0;1432000.0;-794000.0;1786946000.0;2320501000.0;-533555000.0;101853000.0;18645000.0;83208000.0;751767000.0;1225300000.0;-473533000.0;605806000.0;1087827000.0;-482021000.0;3239588000.0;2930829000.0;308759000.0;-326047000.0
2015-06-30;21237;2014-12-31;2014-06-30;2015-06-30;944708000.0;157319000.0;4423466000.0;3619910000.0;3289195000.0;1874502000.0;-110444000.0;-96454000.0;794759000.0;418451000.0;4402909000.0;1343949000.0;1052565000.0;3832199000.0;374802000.0;-85791000.0;374802000.0;4423466000.0;4402909000.0;20557000.0;-85791000.0;944708000.0;794759000.0;149949000.0;157319000.0;418451000.0;-261132000.0;3619910000.0;1343949000.0;2275961000.0;3289195000.0;1052565000.0;2236630000.0;1874502000.0;3832199000.0;-1957697000.0;6066529000.0
2015-09-30;2437;2014-12-31;2014-09-30;2015-09-30;30551193000.0;3150603000.0;31168232000.0;19284008000.0;5331770000.0;36293939000.0;-2763959000.0;-1177221000.0;30441004000.0;2962477000.0;31257402000.0;22549470000.0;5944927000.0;44394051000.0;-4225142000.0;-1349122000.0;-4225142000.0;31168232000.0;31257402000.0;-89170000.0;-1349122000.0;30551193000.0;30441004000.0;110189000.0;3150603000.0;2962477000.0;188126000.0;19284008000.0;22549470000.0;-3265462000.0;5331770000.0;5944927000.0;-613157000.0;36293939000.0;44394051000.0;-8100112000.0;-997538000.0
2015-09-30;2453;2014-12-31;2014-09-30;2015-09-30;6554378000.0;887143000.0;5543620000.0;10123317000.0;5290655000.0;8218083000.0;29056000.0;-587488000.0;8300478000.0;1606057000.0;3949855000.0;9599266000.0;4562010000.0;9290322000.0;166954000.0;-628831000.0;166954000.0;5543620000.0;3949855000.0;1593765000.0;-628831000.0;6554378000.0;8300478000.0;-1746100000.0;887143000.0;1606057000.0;-718914000.0;10123317000.0;9599266000.0;524051000.0;5290655000.0;4562010000.0;728645000.0;8218083000.0;9290322000.0;-1072239000.0;577565000.0
2015-09-30;18660;2014-12-31;2014-09-30;2015-09-30;9214704000.0;4357455000.0;9149486000.0;7417103000.0;3526208000.0;15623751000.0;97131000.0;-632159000.0;11124595000.0;4033374000.0;9107925000.0;8825031000.0;3344012000.0;18385076000.0;280221000.0;-719861000.0;280221000.0;9149486000.0;9107925000.0;41561000.0;-719861000.0;9214704000.0;11124595000.0;-1909891000.0;4357455000.0;4033374000.0;324081000.0;7417103000.0;8825031000.0;-1407928000.0;3526208000.0;3344012000.0;182196000.0;15623751000.0;18385076000.0;-2761325000.0;3612445000.0
2015-09-30;20257;2014-12-31;2014-09-30;2015-09-30;1786946000.0;101853000.0;24175000.0;751767000.0;605806000.0;3239588000.0;497621000.0;-1080000.0;2359720000.0;327928000.0;22205000.0;1184846000.0;1038356000.0;2956047000.0;158993000.0;-1222000.0;158993000.0;24175000.0;22205000.0;1970000.0;-1222000.0;1786946000.0;2359720000.0;-572774000.0;101853000.0;327928000.0;-226075000.0;751767000.0;1184846000.0;-433079000.0;605806000.0;1038356000.0;-432550000.0;3239588000.0;2956047000.0;283541000.0;-872745000.0
2015-09-30;21237;2014-12-31;2014-09-30;2015-09-30;944708000.0;157319000.0;4423466000.0;3619910000.0;3289195000.0;1874502000.0;29102000.0;-132696000.0;727253000.0;254704000.0;4397029000.0;1118946000.0;826307000.0;4131001000.0;-114184000.0;-130154000.0;-114184000.0;4423466000.0;4397029000.0;26437000.0;-130154000.0;944708000.0;727253000.0;217455000.0;157319000.0;254704000.0;-97385000.0;3619910000.0;1118946000.0;2500964000.0;3289195000.0;826307000.0;2462888000.0;1874502000.0;4131001000.0;-2256499000.0;6537351000.0
2016-03-31;2437;2015-12-31;2015-03-31;2016-03-31;29437396000.0;2041406000.0;29546645000.0;28099643000.0;4714646000.0;43498243000.0;1113611000.0;-463078000.0;28637497000.0;3176163000.0;29862632000.0;29179270000.0;4781503000.0;42079744000.0;-3894413000.0;-434758000.0;-3894413000.0;29546645000.0;29862632000.0;-315987000.0;-434758000.0;29437396000.0;28637497000.0;799899000.0;2041406000.0;3176163000.0;-1134757000.0;28099643000.0;29179270000.0;-1079627000.0;4714646000.0;4781503000.0;-66857000.0;43498243000.0;42079744000.0;1418499000.0;-9647580000.0
2016-03-31;2453;2015-12-31;2015-03-31;2016-03-31;9376738000.0;924632000.0;3940323000.0;13074072000.0;6300359000.0;8866178000.0;1484627000.0;-247121000.0;7478878000.0;1192976000.0;3884585000.0;11987956000.0;4910823000.0;10388734000.0;5207000.0;-199033000.0;5207000.0;3940323000.0;3884585000.0;55738000.0;-199033000.0;9376738000.0;7478878000.0;1897860000.0;924632000.0;1192976000.0;-268344000.0;13074072000.0;11987956000.0;1086116000.0;6300359000.0;4910823000.0;1389536000.0;8866178000.0;10388734000.0;-1522556000.0;1314096000.0
2016-03-31;18660;2015-12-31;2015-03-31;2016-03-31;12508652000.0;5682802000.0;9173217000.0;9524873000.0;3640314000.0;18092904000.0;142310000.0;-229600000.0;11313605000.0;4405794000.0;9284969000.0;7354575000.0;2802296000.0;17631274000.0;232447000.0;-246737000.0;232447000.0;9173217000.0;9284969000.0;-111752000.0;-246737000.0;12508652000.0;11313605000.0;1195047000.0;5682802000.0;4405794000.0;1277008000.0;9524873000.0;7354575000.0;2170298000.0;3640314000.0;2802296000.0;838018000.0;18092904000.0;17631274000.0;461630000.0;4003117000.0
2016-03-31;20257;2015-12-31;2015-03-31;2016-03-31;2082212000.0;132441000.0;22805000.0;1008424000.0;864554000.0;2807991000.0;201933000.0;-405000.0;2185895000.0;432163000.0;21723000.0;503670000.0;308610000.0;3200660000.0;253685000.0;-1145000.0;253685000.0;22805000.0;21723000.0;1082000.0;-1145000.0;2082212000.0;2185895000.0;-103683000.0;132441000.0;432163000.0;-299722000.0;1008424000.0;503670000.0;504754000.0;864554000.0;308610000.0;555944000.0;2807991000.0;3200660000.0;-392669000.0;1209064000.0
2016-03-31;21237;2015-12-31;2015-03-31;2016-03-31;921556000.0;247414000.0;5451258000.0;1433620000.0;1010619000.0;3198264000.0;-127907000.0;-41989000.0;872259000.0;266074000.0;5411303000.0;1465571000.0;1068515000.0;3219725000.0;-94741000.0;-48512000.0;-94741000.0;5451258000.0;5411303000.0;39955000.0;-48512000.0;921556000.0;872259000.0;49297000.0;247414000.0;266074000.0;-18660000.0;1433620000.0;1465571000.0;-31951000.0;1010619000.0;1068515000.0;-57896000.0;3198264000.0;3219725000.0;-21461000.0;-338211000.0
2016-06-30;2437;2015-12-31;2015-06-30;2016-06-30;29437396000.0;2041406000.0;29546645000.0;28099643000.0;4714646000.0;43498243000.0;-1404046000.0;-925625000.0;27273549000.0;2716600000.0;27616493000.0;31264357000.0;5186235000.0;41291126000.0;12790645000.0;-885518000.0;12790645000.0;29546645000.0;27616493000.0;1930152000.0;-885518000.0;29437396000.0;27273549000.0;2163847000.0;2041406000.0;2716600000.0;-675194000.0;28099643000.0;31264357000.0;-3164714000.0;4714646000.0;5186235000.0;-471589000.0;43498243000.0;41291126000.0;2207117000.0;617320000.0
2016-06-30;2453;2015-12-31;2015-06-30;2016-06-30;9376738000.0;924632000.0;3940323000.0;13074072000.0;6300359000.0;8866178000.0;534264000.0;-428708000.0;8156182000.0;1500415000.0;3848629000.0;11385202000.0;4618734000.0;10829029000.0;202124000.0;-398717000.0;202124000.0;3940323000.0;3848629000.0;91694000.0;-398717000.0;9376738000.0;8156182000.0;1220556000.0;924632000.0;1500415000.0;-575783000.0;13074072000.0;11385202000.0;1688870000.0;6300359000.0;4618734000.0;1681625000.0;8866178000.0;10829029000.0;-1962851000.0;2672937000.0
2016-06-30;18660;2015-12-31;2015-06-30;2016-06-30;12508652000.0;5682802000.0;9173217000.0;9524873000.0;3640314000.0;18092904000.0;90240000.0;-470375000.0;11302583000.0;5464783000.0;9453342000.0;7342643000.0;3287016000.0;16748008000.0;240135000.0;-497409000.0;240135000.0;9173217000.0;9453342000.0;-280125000.0;-497409000.0;12508652000.0;11302583000.0;1206069000.0;5682802000.0;5464783000.0;218019000.0;9524873000.0;7342643000.0;2182230000.0;3640314000.0;3287016000.0;353298000.0;18092904000.0;16748008000.0;1344896000.0;443452000.0
2016-06-30;20257;2015-12-31;2015-06-30;2016-06-30;2082212000.0;132441000.0;22805000.0;1008424000.0;864554000.0;2807991000.0;240521000.0;-794000.0;1924514000.0;208774000.0;21210000.0;458249000.0;343522000.0;3195155000.0;207207000.0;-1785000.0;207207000.0;22805000.0;21210000.0;1595000.0;-1785000.0;2082212000.0;1924514000.0;157698000.0;132441000.0;208774000.0;-76333000.0;1008424000.0;458249000.0;550175000.0;864554000.0;343522000.0;521032000.0;2807991000.0;3195155000.0;-387164000.0;1351834000.0
2016-06-30;21237;2015-12-31;2015-06-30;2016-06-30;921556000.0;247414000.0;5451258000.0;1433620000.0;1010619000.0;3198264000.0;374802000.0;-85791000.0;853377000.0;332684000.0;5338666000.0;1529872000.0;1129373000.0;3196017000.0;-105592000.0;-100893000.0;-105592000.0;5451258000.0;5338666000.0;112592000.0;-100893000.0;921556000.0;853377000.0;68179000.0;247414000.0;332684000.0;-85270000.0;1433620000.0;1529872000.0;-96252000.0;1010619000.0;1129373000.0;-118754000.0;3198264000.0;3196017000.0;2247000.0;-775049000.0
2016-09-30;2437;2015-12-31;2015-09-30;2016-09-30;29437396000.0;2041406000.0;29546645000.0;28099643000.0;4714646000.0;43498243000.0;-4225142000.0;-1349122000.0;26696588000.0;2640384000.0;27112974000.0;31379606000.0;5781847000.0;40303249000.0;875117000.0;-1328177000.0;875117000.0;29546645000.0;27112974000.0;2433671000.0;-1328177000.0;29437396000.0;26696588000.0;2740808000.0;2041406000.0;2640384000.0;-598978000.0;28099643000.0;31379606000.0;-3279963000.0;4714646000.0;5781847000.0;-1067201000.0;43498243000.0;40303249000.0;3194994000.0;-14367653000.0
2016-09-30;2453;2015-12-31;2015-09-30;2016-09-30;9376738000.0;924632000.0;3940323000.0;13074072000.0;6300359000.0;8866178000.0;166954000.0;-628831000.0;8624362000.0;1693078000.0;3798154000.0;11789063000.0;5932547000.0;10336504000.0;433502000.0;-601197000.0;433502000.0;3940323000.0;3798154000.0;142169000.0;-601197000.0;9376738000.0;8624362000.0;752376000.0;924632000.0;1693078000.0;-768446000.0;13074072000.0;11789063000.0;1285009000.0;6300359000.0;5932547000.0;367812000.0;8866178000.0;10336504000.0;-1470326000.0;524015000.0
2016-09-30;18660;2015-12-31;2015-09-30;2016-09-30;12508652000.0;5682802000.0;9173217000.0;9524873000.0;3640314000.0;18092904000.0;280221000.0;-719861000.0;10364766000.0;5344665000.0;9663465000.0;7157696000.0;3038189000.0;16370726000.0;269272000.0;-752249000.0;269272000.0;9173217000.0;9663465000.0;-490248000.0;-752249000.0;12508652000.0;10364766000.0;2143886000.0;5682802000.0;5344665000.0;338137000.0;9524873000.0;7157696000.0;2367177000.0;3640314000.0;3038189000.0;602125000.0;18092904000.0;16370726000.0;1722178000.0;-213217000.0
2016-09-30;20257;2015-12-31;2015-09-30;2016-09-30;2082212000.0;132441000.0;22805000.0;1008424000.0;864554000.0;2807991000.0;158993000.0;-1222000.0;2177932000.0;227874000.0;21045000.0;552915000.0;412794000.0;3229356000.0;217556000.0;-2491000.0;217556000.0;22805000.0;21045000.0;1760000.0;-2491000.0;2082212000.0;2177932000.0;-95720000.0;132441000.0;227874000.0;-95433000.0;1008424000.0;552915000.0;455509000.0;864554000.0;412794000.0;451760000.0;2807991000.0;3229356000.0;-421365000.0;1446793000.0
2016-09-30;21237;2015-12-31;2015-09-30;2016-09-30;921556000.0;247414000.0;5451258000.0;1433620000.0;1010619000.0;3198264000.0;-114184000.0;-130154000.0;1032644000.0;409689000.0;5296042000.0;1538334000.0;1040870000.0;3298152000.0;-4880000.0;-170804000.0;-4880000.0;5451258000.0;5296042000.0;155216000.0;-170804000.0;921556000.0;1032644000.0;-111088000.0;247414000.0;409689000.0;-162275000.0;1433620000.0;1538334000.0;-104714000.0;1010619000.0;1040870000.0;-30251000.0;3198264000.0;3298152000.0;-99888000.0;-579439000.0
2017-03-31;2437;2016-12-31;2016-03-31;2017-03-31;29272652000.0;2361014000.0;26812925000.0;31138510000.0;5982651000.0;41008656000.0;-3894468000.0;-434758000.0;27188880000.0;2901652000.0;26605842000.0;26258102000.0;5888191000.0;41152152000.0;1378152000.0;-461353000.0;1378152000.0;26812925000.0;26605842000.0;207083000.0;-461353000.0;29272652000.0;27188880000.0;2083772000.0;2361014000.0;2901652000.0;-540638000.0;31138510000.0;26258102000.0;4880408000.0;5982651000.0;5888191000.0;94460000.0;41008656000.0;41152152000.0;-143496000.0;2663032000.0
2017-03-31;2453;2016-12-31;2016-03-31;2017-03-31;8285470000.0;995132000.0;3775076000.0;11447460000.0;4836923000.0;10342357000.0;5207000.0;-199033000.0;7901975000.0;842265000.0;2859227000.0;11381120000.0;4966902000.0;9761034000.0;342734000.0;-201365000.0;342734000.0;3775076000.0;2859227000.0;915849000.0;-201365000.0;8285470000.0;7901975000.0;383495000.0;995132000.0;842265000.0;152867000.0;11447460000.0;11381120000.0;66340000.0;4836923000.0;4966902000.0;-129979000.0;10342357000.0;9761034000.0;581323000.0;-1497203000.0
2017-03-31;18660;2016-12-31;2016-03-31;2017-03-31;11379187000.0;6164997000.0;9712998000.0;9018493000.0;3422923000.0;18621065000.0;232447000.0;-246737000.0;10562550000.0;4877813000.0;9880291000.0;10160412000.0;4384541000.0;16945442000.0;232121000.0;-305281000.0;232121000.0;9712998000.0;9880291000.0;-167293000.0;-305281000.0;11379187000.0;10562550000.0;816637000.0;6164997000.0;4877813000.0;1287184000.0;9018493000.0;10160412000.0;-1141919000.0;3422923000.0;4384541000.0;-961618000.0;18621065000.0;16945442000.0;1675623000.0;-1927296000.0
2017-03-31;20257;2016-12-31;2016-03-31;2017-03-31;1954878000.0;101505000.0;21519000.0;1074367000.0;909370000.0;2381087000.0;253685000.0;-1145000.0;2348452000.0;217222000.0;21015000.0;1126607000.0;963641000.0;2388817000.0;201367000.0;-815000.0;201367000.0;21519000.0;21015000.0;504000.0;-815000.0;1954878000.0;2348452000.0;-393574000.0;101505000.0;217222000.0;-115717000.0;1074367000.0;1126607000.0;-52240000.0;909370000.0;963641000.0;-54271000.0;2381087000.0;2388817000.0;-7730000.0;263407000.0
