DT_REFER;CD_CONTA;CD_CVM;GRUPO_DFP;ORDEM_EXERC;DS_CONTA;VL_CONTA
2013-09-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;976551000.0
2013-09-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;26417000.0
2013-09-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;31595000.0
2013-09-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;21548000.0
2013-09-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;35143000.0
2013-09-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;421715000.0
2013-09-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;824609000.0
2013-09-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;173282000.0
2013-09-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;85204000.0
2013-09-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;4316320000.0
2013-09-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;3589611000.0
2013-09-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;47910000.0
2013-09-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;40701000.0
2013-09-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;477519000.0
2013-09-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;322896000.0
2013-09-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;2953000.0
2013-09-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;2524000.0
2013-09-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2013-09-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2013-09-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2013-09-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2013-09-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;460701000.0
2013-09-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;201059000.0
2014-03-31;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;1097570000.0
2014-03-31;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;1213914000.0
2014-03-31;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;34012000.0
2014-03-31;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;27873000.0
2014-03-31;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;10764000.0
2014-03-31;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;40181000.0
2014-03-31;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;942160000.0
2014-03-31;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;1029046000.0
2014-03-31;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;110634000.0
2014-03-31;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;116814000.0
2014-03-31;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;3425203000.0
2014-03-31;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;3487784000.0
2014-03-31;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;10907000.0
2014-03-31;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;9698000.0
2014-03-31;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;312344000.0
2014-03-31;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;308471000.0
2014-03-31;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;2991000.0
2014-03-31;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;2991000.0
2014-03-31;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2014-03-31;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2014-03-31;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2014-03-31;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2014-03-31;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;668522000.0
2014-03-31;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;668522000.0
2014-06-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;1097570000.0
2014-06-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;894663000.0
2014-06-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;34012000.0
2014-06-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;30285000.0
2014-06-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;10764000.0
2014-06-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;60336000.0
2014-06-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;942160000.0
2014-06-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;691797000.0
2014-06-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;110634000.0
2014-06-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;112245000.0
2014-06-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;3425203000.0
2014-06-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;3566155000.0
2014-06-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;10907000.0
2014-06-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;9509000.0
2014-06-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;312344000.0
2014-06-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;303773000.0
2014-06-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;2991000.0
2014-06-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;1364000.0
2014-06-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2014-06-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2014-06-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2014-06-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2014-06-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;668522000.0
2014-06-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;280245000.0
2014-09-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;1097570000.0
2014-09-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;965222000.0
2014-09-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;34012000.0
2014-09-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;33088000.0
2014-09-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;10764000.0
2014-09-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;105160000.0
2014-09-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;942160000.0
2014-09-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;732661000.0
2014-09-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;110634000.0
2014-09-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;94313000.0
2014-09-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;3425203000.0
2014-09-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;3393327000.0
2014-09-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;10907000.0
2014-09-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;50411000.0
2014-09-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;312344000.0
2014-09-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;317897000.0
2014-09-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;2991000.0
2014-09-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;1364000.0
2014-09-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2014-09-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2014-09-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2014-09-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2014-09-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;668522000.0
2014-09-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;280245000.0
2015-03-31;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;751767000.0
2015-03-31;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;847935000.0
2015-03-31;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;37133000.0
2015-03-31;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;26992000.0
2015-03-31;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;11996000.0
2015-03-31;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;10755000.0
2015-03-31;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;605806000.0
2015-03-31;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;709847000.0
2015-03-31;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;96832000.0
2015-03-31;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;100341000.0
2015-03-31;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;3239588000.0
2015-03-31;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;3383930000.0
2015-03-31;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;93089000.0
2015-03-31;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;137078000.0
2015-03-31;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;348589000.0
2015-03-31;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;387323000.0
2015-03-31;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;1123000.0
2015-03-31;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;1123000.0
2015-03-31;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2015-03-31;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2015-03-31;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2015-03-31;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2015-03-31;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;588090000.0
2015-03-31;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;588090000.0
2015-06-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;751767000.0
2015-06-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;1225300000.0
2015-06-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;37133000.0
2015-06-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;23939000.0
2015-06-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;11996000.0
2015-06-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;17141000.0
2015-06-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;605806000.0
2015-06-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;1087827000.0
2015-06-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;96832000.0
2015-06-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;96393000.0
2015-06-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;3239588000.0
2015-06-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;2930829000.0
2015-06-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;93089000.0
2015-06-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;186316000.0
2015-06-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;348589000.0
2015-06-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;384725000.0
2015-06-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;1123000.0
2015-06-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;1123000.0
2015-06-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2015-06-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2015-06-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2015-06-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2015-06-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;588090000.0
2015-06-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;333333000.0
2015-09-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;751767000.0
2015-09-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;1184846000.0
2015-09-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;37133000.0
2015-09-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;28109000.0
2015-09-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;11996000.0
2015-09-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;12021000.0
2015-09-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;605806000.0
2015-09-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;1038356000.0
2015-09-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;96832000.0
2015-09-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;106360000.0
2015-09-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;3239588000.0
2015-09-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;2956047000.0
2015-09-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;93089000.0
2015-09-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;170261000.0
2015-09-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;348589000.0
2015-09-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;465932000.0
2015-09-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;1123000.0
2015-09-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;2725000.0
2015-09-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2015-09-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2015-09-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2015-09-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2015-09-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;588090000.0
2015-09-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;333333000.0
2016-03-31;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;1008424000.0
2016-03-31;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;503670000.0
2016-03-31;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;33712000.0
2016-03-31;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;19306000.0
2016-03-31;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;24493000.0
2016-03-31;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;70386000.0
2016-03-31;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;864554000.0
2016-03-31;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;308610000.0
2016-03-31;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;85665000.0
2016-03-31;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;105368000.0
2016-03-31;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;2807991000.0
2016-03-31;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;3200660000.0
2016-03-31;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;153809000.0
2016-03-31;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;135305000.0
2016-03-31;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;514109000.0
2016-03-31;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;471993000.0
2016-03-31;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;1060000.0
2016-03-31;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;1100000.0
2016-03-31;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2016-03-31;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2016-03-31;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2016-03-31;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2016-03-31;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;740523000.0
2016-03-31;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;740523000.0
2016-06-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;1008424000.0
2016-06-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Passivo Circulante;458249000.0
2016-06-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Fornecedores;33712000.0
2016-06-30;2.01.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Fornecedores;14065000.0
2016-06-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Obrigações Fiscais;24493000.0
2016-06-30;2.01.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Obrigações Fiscais;14440000.0
2016-06-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;864554000.0
2016-06-30;2.01.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;343522000.0
2016-06-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;85665000.0
2016-06-30;2.01.05;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;86222000.0
2016-06-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Empréstimos e Financiamentos;2807991000.0
2016-06-30;2.02.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Empréstimos e Financiamentos;3195155000.0
2016-06-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Outras Obrigações;153809000.0
2016-06-30;2.02.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Outras Obrigações;205752000.0
2016-06-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Tributos Diferidos;514109000.0
2016-06-30;2.02.03;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Tributos Diferidos;477179000.0
2016-06-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Provisões;1060000.0
2016-06-30;2.02.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Provisões;5295000.0
2016-06-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Capital Social Realizado;3042035000.0
2016-06-30;2.03.01;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Capital Social Realizado;3042035000.0
2016-06-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Capital;594507000.0
2016-06-30;2.03.02;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Capital;594507000.0
2016-06-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Reservas de Lucros;740523000.0
2016-06-30;2.03.04;20257;DF Consolidado - Balanço Patrimonial Passivo;ÚLTIMO;Reservas de Lucros;417864000.0
2016-09-30;2.01;20257;DF Consolidado - Balanço Patrimonial Passivo;PENÚLTIMO;Passivo Circulante;1008424000.0
