DT_REFER;CD_CONTA;CD_CVM;GRUPO_DFP;ORDEM_EXERC;DS_CONTA;VL_CONTA
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;594507000.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;601311000.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;345429000.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2508354000.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;2252472000.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2508354000.0
2012-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;2252472000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;1312536000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;1312536000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;601311000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;345429000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2508354000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2508354000.0
2012-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;1312536000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;1312536000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;594507000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;594507000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;601311000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;345429000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;72834000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;95822000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2581188000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;2348294000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2581188000.0
2012-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;2348294000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;1312536000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;1312536000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;594507000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;594507000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;601311000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;345429000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2508354000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;2252472000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2508354000.0
2012-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;2252472000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;1312536000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;1312536000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;601311000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;345429000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2508354000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2508354000.0
2012-06-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;1312536000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;1312536000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;594507000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;594507000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;64297000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;131162000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;145580000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;169768000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2116920000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;2207973000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2116920000.0
2012-06-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;2207973000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;1312536000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;1312536000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;594507000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;594507000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;601311000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;345429000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2508354000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;2252472000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2508354000.0
2012-09-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;2252472000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;1312536000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;1312536000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;601311000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;345429000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2508354000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2508354000.0
2012-09-30;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;1312536000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;3041872000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;594507000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;594507000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;64297000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;131162000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;422501000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;469310000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2393841000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;4236851000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2393841000.0
2012-09-30;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;4236851000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;1312536000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;3042035000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;594507000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;594507000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;345429000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;460701000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2252472000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;4097243000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;2252472000.0
2013-03-31;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;4097243000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;1312536000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;3042035000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;594507000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;345429000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;460701000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;4097243000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;0.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;0.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais Ajustados;2252472000.0
2013-03-31;5.03;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais Ajustados;4097243000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;1312536000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;3042035000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;594507000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;594507000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;345429000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;460701000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;95822000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;171146000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2348294000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;4268389000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;0.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;0.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Finais;2348294000.0
2013-03-31;5.07;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Finais;4268389000.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;1312536000.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;3042035000.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;594507000.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;594507000.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;345429000.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;460701000.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;ÚLTIMO;Saldos Iniciais;0.0
2013-06-30;5.01;20257;DF Consolidado - Demonstração das Mutações do Patrimônio Líquido;PENÚLTIMO;Saldos Iniciais;0.0
